Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),TotalWorkRateLevel
699.02,176.470588,7129.288766,102.265678,113.390893,90.490881,6900.546379,37.712730,32.239994,21.897810,0.758984,0.066850,334.165348,0.189746
700.02,176.470588,7126.621378,102.260853,113.376061,90.481057,6900.546379,37.713640,32.236403,21.897810,0.762679,0.063986,334.165348,0.190670
701.02,176.470588,7127.795625,102.255801,113.373633,90.480830,6900.546379,37.714550,32.232806,21.897810,0.766815,0.063220,334.165348,0.191704
702.02,176.470588,7127.513755,102.266200,113.389740,90.493624,6900.546379,37.715460,32.229205,21.897810,0.767497,0.064575,334.165348,0.191874
703.02,176.470588,7125.201527,102.255433,113.367632,90.479121,6900.546379,37.716370,32.225600,21.897810,0.760680,0.066682,334.165348,0.190170
704.02,176.470588,7127.405760,102.262215,113.386228,90.493891,6900.546379,37.717279,32.221987,21.897810,0.756704,0.066026,334.165348,0.189176
705.02,176.470588,7125.699402,102.266172,113.387604,90.495650,6900.546379,37.718188,32.218369,21.897810,0.764672,0.063028,334.165348,0.191168
706.02,176.470588,7124.207247,102.255112,113.367683,90.482760,6900.546379,37.719097,32.214746,21.897810,0.768290,0.063737,334.165348,0.192072
707.02,176.470588,7126.138009,102.264154,113.388882,90.499346,6900.546379,37.720005,32.211120,21.897810,0.766561,0.065613,334.165348,0.191640
708.02,176.470588,7122.817584,102.261075,113.374887,90.490510,6900.546379,37.720914,32.207488,21.897810,0.759006,0.066834,334.165348,0.189752
709.02,176.470588,7123.308289,102.255379,113.368887,90.487214,6900.546379,37.721822,32.203848,21.897810,0.762708,0.063960,334.165348,0.190677
710.02,176.470588,7124.729145,102.265870,113.390692,90.504180,6900.546379,37.722730,32.200204,21.897810,0.766848,0.063191,334.165348,0.191712
711.02,176.470588,7121.420581,102.259589,113.371874,90.491912,6900.546379,37.723637,32.196557,21.897810,0.767513,0.064559,334.165348,0.191878
712.02,176.470588,7123.324488,102.259355,113.379096,90.498577,6900.546379,37.724544,32.192904,21.897810,0.760707,0.066650,334.165348,0.190177
713.02,176.470588,7121.771304,102.266732,113.386547,90.505104,6900.546379,37.725451,32.189244,21.897810,0.756735,0.065999,334.165348,0.189184
714.02,176.470588,7120.176820,102.258362,113.369753,90.493949,6900.546379,37.726358,32.185580,21.897810,0.764685,0.063014,334.165348,0.191171
715.02,176.470588,7122.319107,102.261351,113.382660,90.504661,6900.546379,37.727265,32.181910,21.897810,0.768317,0.063709,334.165348,0.192079
716.02,176.470588,7120.003998,102.265748,113.383078,90.506127,6900.546379,37.728171,32.178237,21.897810,0.766585,0.065588,334.165348,0.191646
717.02,176.470588,7119.803363,102.256577,113.370082,90.498245,6900.546379,37.729077,32.174557,21.897810,0.759040,0.066809,334.165348,0.189760
718.02,176.470588,7121.223841,102.263448,113.386068,90.510616,6900.546379,37.729982,32.170871,21.897810,0.762751,0.063922,334.165348,0.190688
719.02,176.470588,7118.338224,102.264498,113.379515,90.507076,6900.546379,37.730888,32.167181,21.897810,0.766859,0.063170,334.165348,0.191715
720.02,176.470588,7118.941560,102.257480,113.372407,90.503439,6900.546379,37.731793,32.163486,21.897810,0.767538,0.064537,334.165348,0.191884
721.02,176.470588,7119.285648,102.268029,113.390934,90.517971,6900.546379,37.732698,32.159787,21.897810,0.760742,0.066614,334.165348,0.190185
722.02,176.470588,7116.590265,102.258756,113.369409,90.503806,6900.546379,37.733602,32.156081,21.897810,0.756759,0.065982,334.165348,0.189190
723.02,176.470588,7118.082621,102.258889,113.375480,90.509149,6900.546379,37.734507,32.152369,21.897810,0.764725,0.062986,334.165348,0.191181
724.02,176.470588,7117.548494,102.268382,113.389488,90.520395,6900.546379,37.735411,32.148654,21.897810,0.768346,0.063678,334.165348,0.192087
725.02,176.470588,7115.554343,102.258048,113.368669,90.506785,6900.546379,37.736315,32.144934,21.897810,0.766606,0.065570,334.165348,0.191651
726.02,176.470588,7117.588011,102.264988,113.387383,90.521588,6900.546379,37.737218,32.141208,21.897810,0.759085,0.066766,334.165348,0.189771
727.02,176.470588,7115.794360,102.268198,113.387122,90.522151,6900.546379,37.738122,32.137476,21.897810,0.762775,0.063900,334.165348,0.190694
728.02,176.470588,7114.606649,102.257858,113.368983,90.510504,6900.546379,37.739025,32.133739,21.897810,0.766889,0.063148,334.165348,0.191722
729.02,176.470588,7116.316230,102.266764,113.389653,90.526660,6900.546379,37.739927,32.129999,21.897810,0.767574,0.064500,334.165348,0.191894
730.02,176.470588,7113.128158,102.263175,113.374785,90.517167,6900.546379,37.740830,32.126254,21.897810,0.760769,0.066592,334.165348,0.190192
731.02,176.470588,7114.624885,102.260491,113.377177,90.520331,6900.546379,37.741732,32.122501,21.897810,0.756816,0.065942,334.165348,0.189204
732.02,176.470588,7114.919695,102.268380,113.391136,90.531149,6900.546379,37.742634,32.118744,21.897810,0.764761,0.062950,334.165348,0.191190
733.02,176.470588,7111.823279,102.261911,113.372163,90.518737,6900.546379,37.743536,32.114982,21.897810,0.768372,0.063656,334.165348,0.192093
734.02,176.470588,7113.717806,102.262381,113.380695,90.526287,6900.546379,37.744437,32.111217,21.897810,0.766640,0.065536,334.165348,0.191660
735.02,176.470588,7112.018806,102.268845,113.386059,90.531278,6900.546379,37.745338,32.107445,21.897810,0.759119,0.066735,334.165348,0.189780
736.02,176.470588,7110.677547,102.260923,113.370446,90.520948,6900.546379,37.746239,32.103667,21.897810,0.762801,0.063876,334.165348,0.190700
737.02,176.470588,7112.735535,102.264469,113.384238,90.532238,6900.546379,37.747140,32.099884,21.897810,0.766941,0.063111,334.165348,0.191735
738.02,176.470588,7110.356467,102.268017,113.382782,90.532319,6900.546379,37.748040,32.096098,21.897810,0.767606,0.064470,334.165348,0.191902
739.02,176.470588,7110.395795,102.259807,113.371886,90.525898,6900.546379,37.748940,32.092307,21.897810,0.760802,0.066560,334.165348,0.190200
740.02,176.470588,7111.261646,102.269951,113.391711,90.541357,6900.546379,37.749840,32.088510,21.897810,0.756873,0.065896,334.165348,0.189218
741.02,176.470588,7108.804409,102.266962,113.379507,90.533352,6900.546379,37.750739,32.084707,21.897810,0.764781,0.062923,334.165348,0.191195
742.02,176.470588,7109.574780,102.260928,113.374429,90.531118,6900.546379,37.751639,32.080899,21.897810,0.768407,0.063625,334.165348,0.192102
743.02,176.470588,7109.669784,102.270820,113.391209,90.544345,6900.546379,37.752538,32.077089,21.897810,0.766681,0.065496,334.165348,0.191670
744.02,176.470588,7107.282751,102.261841,113.370613,90.530808,6900.546379,37.753436,32.073272,21.897810,0.759155,0.066709,334.165348,0.189789
745.02,176.470588,7108.758176,102.262545,113.377684,90.536827,6900.546379,37.754335,32.069449,21.897810,0.762851,0.063832,334.165348,0.190713
746.02,176.470588,7108.014337,102.271278,113.389762,90.546638,6900.546379,37.755233,32.065621,21.897810,0.766974,0.063074,334.165348,0.191744
747.02,176.470588,7106.327299,102.261471,113.370342,90.533985,6900.546379,37.756131,32.061790,21.897810,0.767638,0.064443,334.165348,0.191909
748.02,176.470588,7108.200042,102.268555,113.389074,90.548737,6900.546379,37.757028,32.057954,21.897810,0.760848,0.066512,334.165348,0.190212
749.02,176.470588,7105.266610,102.267640,113.378673,90.542386,6900.546379,37.757926,32.054111,21.897810,0.756903,0.065869,334.165348,0.189226
750.02,176.470588,7105.459370,102.261582,113.371108,90.537884,6900.546379,37.758823,32.050263,21.897810,0.764822,0.062892,334.165348,0.191205
751.02,176.470588,7106.958362,102.270357,113.391196,90.553558,6900.546379,37.759720,32.046411,21.897810,0.768450,0.063582,334.165348,0.192112
752.02,176.470588,7103.921732,102.266361,113.375673,90.543551,6900.546379,37.760616,32.042556,21.897810,0.766715,0.065466,334.165348,0.191679
753.02,176.470588,7105.470862,102.264483,113.379682,90.547811,6900.546379,37.761512,32.038694,21.897810,0.759206,0.066664,334.165348,0.189802
754.02,176.470588,7105.580978,102.271841,113.392317,90.557642,6900.546379,37.762408,32.034826,21.897810,0.762898,0.063790,334.165348,0.190724
755.02,176.470588,7102.708739,102.265221,113.373347,90.545187,6900.546379,37.763304,32.030953,21.897810,0.767003,0.063045,334.165348,0.191751
756.02,176.470588,7104.574003,102.266271,113.382984,90.553465,6900.546379,37.764200,32.027078,21.897810,0.767681,0.064401,334.165348,0.191920
757.02,176.470588,7102.755109,102.271834,113.386329,90.556957,6900.546379,37.765095,32.023197,21.897810,0.760893,0.066474,334.165348,0.190223
758.02,176.470588,7102.223316,102.262879,113.372187,90.548124,6900.546379,37.765990,32.019310,21.897810,0.756953,0.065832,334.165348,0.189238
759.02,176.470588,7103.609411,102.268284,113.386342,90.559138,6900.546379,37.766884,32.015417,21.897810,0.764879,0.062847,334.165348,0.191220
760.02,176.470588,7101.190353,102.271012,113.383144,90.557921,6900.546379,37.767779,32.011521,21.897810,0.768488,0.063545,334.165348,0.192122
761.02,176.470588,7101.432880,102.263617,113.374157,90.552815,6900.546379,37.768673,32.007621,21.897810,0.766753,0.065430,334.165348,0.191688
762.02,176.470588,7102.054447,102.273227,113.392565,90.567201,6900.546379,37.769566,32.003715,21.897810,0.759259,0.066613,334.165348,0.189815
763.02,176.470588,7099.732532,102.269925,113.379950,90.558874,6900.546379,37.770460,31.999803,21.897810,0.762932,0.063759,334.165348,0.190733
764.02,176.470588,7100.635986,102.264732,113.376730,90.557916,6900.546379,37.771353,31.995886,21.897810,0.767059,0.063005,334.165348,0.191765
765.02,176.470588,7100.491814,102.273886,113.391675,90.569773,6900.546379,37.772246,31.991966,21.897810,0.767727,0.064355,334.165348,0.191932
766.02,176.470588,7098.391095,102.265121,113.371996,90.556853,6900.546379,37.773139,31.988042,21.897810,0.760935,0.066439,334.165348,0.190234
767.02,176.470588,7100.288963,102.270027,113.387854,90.569527,6900.546379,37.774031,31.984110,21.897810,0.757028,0.065774,334.165348,0.189257
768.02,176.470588,7098.889644,102.274117,113.389920,90.571709,6900.546379,37.774923,31.980174,21.897810,0.764916,0.062805,334.165348,0.191229
769.02,176.470588,7097.479849,102.264743,113.371842,90.559974,6900.546379,37.775815,31.976234,21.897810,0.768527,0.063510,334.165348,0.192132
770.02,176.470588,7099.173390,102.271778,113.390300,90.574471,6900.546379,37.776707,31.972290,21.897810,0.766803,0.065379,334.165348,0.191701
771.02,176.470588,7096.323281,102.270263,113.378795,90.567289,6900.546379,37.777598,31.968340,21.897810,0.759303,0.066577,334.165348,0.189826
772.02,176.470588,7096.655778,102.264859,113.372720,90.563823,6900.546379,37.778489,31.964385,21.897810,0.762983,0.063713,334.165348,0.190746
773.02,176.470588,7097.937386,102.273385,113.392020,90.578877,6900.546379,37.779380,31.960424,21.897810,0.767114,0.062955,334.165348,0.191778
774.02,176.470588,7095.060355,102.269023,113.375982,90.568462,6900.546379,37.780270,31.956461,21.897810,0.767767,0.064318,334.165348,0.191942
775.02,176.470588,7096.634693,102.267827,113.381397,90.573677,6900.546379,37.781160,31.952492,21.897810,0.760985,0.066387,334.165348,0.190246
776.02,176.470588,7095.389675,102.274845,113.388959,90.580174,6900.546379,37.782050,31.948518,21.897810,0.757080,0.065727,334.165348,0.189270
777.02,176.470588,7093.929426,102.267973,113.373926,90.570170,6900.546379,37.782940,31.944538,21.897810,0.764953,0.062769,334.165348,0.191238
778.02,176.470588,7095.743351,102.269535,113.384515,90.579074,6900.546379,37.783829,31.940554,21.897810,0.768577,0.063462,334.165348,0.192144
779.02,176.470588,7093.828595,102.274264,113.385962,90.581163,6900.546379,37.784718,31.936567,21.897810,0.766850,0.065334,334.165348,0.191713
780.02,176.470588,7093.533986,102.266051,113.373659,90.573606,6900.546379,37.785607,31.932574,21.897810,0.759357,0.066533,334.165348,0.189839
781.02,176.470588,7094.787863,102.271454,113.387636,90.584454,6900.546379,37.786495,31.928575,21.897810,0.763047,0.063656,334.165348,0.190762
782.02,176.470588,7092.356070,102.273469,113.382888,90.582086,6900.546379,37.787384,31.924571,21.897810,0.767150,0.062914,334.165348,0.191787
783.02,176.470588,7092.770347,102.266843,113.375689,90.578212,6900.546379,37.788272,31.920565,21.897810,0.767814,0.064276,334.165348,0.191953
784.02,176.470588,7093.163240,102.275934,113.392639,90.591501,6900.546379,37.789159,31.916553,21.897810,0.761042,0.066332,334.165348,0.190260
785.02,176.470588,7090.759858,102.268702,113.373718,90.579044,6900.546379,37.790047,31.912536,21.897810,0.757126,0.065689,334.165348,0.189282
786.02,176.470588,7092.009616,102.268068,113.378392,90.583280,6900.546379,37.790934,31.908513,21.897810,0.765014,0.062721,334.165348,0.191254
787.02,176.470588,7091.652742,102.276571,113.391584,90.593829,6900.546379,37.791820,31.904486,21.897810,0.768627,0.063412,334.165348,0.192157
788.02,176.470588,7089.830307,102.268105,113.372955,90.581621,6900.546379,37.792707,31.900456,21.897810,0.766893,0.065295,334.165348,0.191723
789.02,176.470588,7091.598633,102.273241,113.389070,90.594424,6900.546379,37.793593,31.896420,21.897810,0.759423,0.066471,334.165348,0.189856
790.02,176.470588,7090.119381,102.276743,113.389691,90.595543,6900.546379,37.794479,31.892378,21.897810,0.763094,0.063614,334.165348,0.190773
791.02,176.470588,7088.976503,102.267893,113.373089,90.584825,6900.546379,37.795365,31.888332,21.897810,0.767200,0.062873,334.165348,0.191800
792.02,176.470588,7090.493820,102.274901,113.391219,90.599031,6900.546379,37.796250,31.884283,21.897810,0.767870,0.064221,334.165348,0.191967
793.02,176.470588,7087.748337,102.272918,113.378844,90.591188,6900.546379,37.797135,31.880229,21.897810,0.761092,0.066290,334.165348,0.190273
794.02,176.470588,7088.959315,102.269689,113.379955,90.593268,6900.546379,37.798020,31.876169,21.897810,0.757202,0.065632,334.165348,0.189301
795.02,176.470588,7089.279254,102.276447,113.392691,90.603136,6900.546379,37.798905,31.872103,21.897810,0.765073,0.062667,334.165348,0.191268
796.02,176.470588,7086.572888,102.271837,113.376371,90.592480,6900.546379,37.799789,31.868034,21.897810,0.768673,0.063370,334.165348,0.192168
797.02,176.470588,7088.152605,102.271232,113.383013,90.598520,6900.546379,37.800673,31.863962,21.897810,0.766947,0.065243,334.165348,0.191737
798.02,176.470588,7086.771023,102.277487,113.388718,90.603641,6900.546379,37.801556,31.859884,21.897810,0.759478,0.066420,334.165348,0.189870
799.02,176.470588,7085.523927,102.270875,113.374603,90.594272,6900.546379,37.802440,31.855800,21.897810,0.763142,0.063571,334.165348,0.190785
800.02,176.470588,7087.271647,102.272881,113.386015,90.603711,6900.546379,37.803323,31.851711,21.897810,0.767269,0.062818,334.165348,0.191817
801.02,176.470588,7085.282919,102.276824,113.385697,90.604493,6900.546379,37.804206,31.847620,21.897810,0.767921,0.064172,334.165348,0.191980
802.02,176.470588,7085.192499,102.269262,113.375121,90.598132,6900.546379,37.805088,31.843524,21.897810,0.761146,0.066240,334.165348,0.190286
803.02,176.470588,7086.006898,102.277643,113.392879,90.611996,6900.546379,37.805971,31.839421,21.897810,0.757278,0.065568,334.165348,0.189320
804.02,176.470588,7083.879504,102.275887,113.382589,90.605276,6900.546379,37.806853,31.835314,21.897810,0.765114,0.062623,334.165348,0.191278
805.02,176.470588,7084.432832,102.269922,113.377048,90.602546,6900.546379,37.807734,31.831203,21.897810,0.768727,0.063322,334.165348,0.192182
806.02,176.470588,7084.598791,102.278410,113.392418,90.614656,6900.546379,37.808616,31.827089,21.897810,0.767006,0.065185,334.165348,0.191751
807.02,176.470588,7082.442663,102.271226,113.374094,90.602597,6900.546379,37.809497,31.822969,21.897810,0.759533,0.066376,334.165348,0.189883
808.02,176.470588,7083.675798,102.271012,113.379631,90.607419,6900.546379,37.810377,31.818843,21.897810,0.763211,0.063509,334.165348,0.190803
809.02,176.470588,7083.118536,102.278810,113.391034,90.616644,6900.546379,37.811258,31.814713,21.897810,0.767322,0.062764,334.165348,0.191830
810.02,176.470588,7081.547923,102.270592,113.373453,90.605156,6900.546379,37.812138,31.810580,21.897810,0.767971,0.064127,334.165348,0.191993
811.02,176.470588,7083.167185,102.275788,113.389574,90.617918,6900.546379,37.813018,31.806442,21.897810,0.761209,0.066176,334.165348,0.190302
812.02,176.470588,7080.650205,102.275984,113.381145,90.612866,6900.546379,37.813898,31.802298,21.897810,0.757328,0.065522,334.165348,0.189332
813.02,176.470588,7080.718769,102.270308,113.373673,90.608324,6900.546379,37.814777,31.798149,21.897810,0.765171,0.062575,334.165348,0.191293
814.02,176.470588,7082.041455,102.277137,113.391251,90.622091,6900.546379,37.815656,31.793997,21.897810,0.768787,0.063263,334.165348,0.192197
815.02,176.470588,7079.402766,102.274661,113.378088,90.613657,6900.546379,37.816535,31.789842,21.897810,0.767057,0.065138,334.165348,0.191764
816.02,176.470588,7080.651976,102.272013,113.380578,90.616687,6900.546379,37.817414,31.785680,21.897810,0.759603,0.066315,334.165348,0.189901
817.02,176.470588,7080.804063,102.278307,113.392136,90.625685,6900.546379,37.818292,31.781513,21.897810,0.763275,0.063452,334.165348,0.190819
818.02,176.470588,7078.268903,102.273435,113.375631,90.614872,6900.546379,37.819170,31.777341,21.897810,0.767368,0.062719,334.165348,0.191842
819.02,176.470588,7079.817454,102.273251,113.383223,90.621552,6900.546379,37.820047,31.773167,21.897810,0.768031,0.064071,334.165348,0.192008
820.02,176.470588,7078.316252,102.278722,113.387078,90.625318,6900.546379,37.820925,31.768988,21.897810,0.761270,0.066122,334.165348,0.190317
821.02,176.470588,7077.724965,102.270736,113.373746,90.616919,6900.546379,37.821802,31.764803,21.897810,0.757396,0.065470,334.165348,0.189349
822.02,176.470588,7078.925744,102.274727,113.385955,90.626469,6900.546379,37.822678,31.760613,21.897810,0.765243,0.062515,334.165348,0.191311
823.02,176.470588,7076.886283,102.277967,113.384019,90.626068,6900.546379,37.823555,31.756420,21.897810,0.768842,0.063211,334.165348,0.192210
824.02,176.470588,7076.970804,102.271051,113.375126,90.620889,6900.546379,37.824431,31.752224,21.897810,0.767112,0.065087,334.165348,0.191778
825.02,176.470588,7077.568880,102.279047,113.391707,90.633879,6900.546379,37.825307,31.748021,21.897810,0.759672,0.066250,334.165348,0.189918
826.02,176.470588,7075.547482,102.277012,113.380986,90.626839,6900.546379,37.826183,31.743813,21.897810,0.763325,0.063407,334.165348,0.190831
827.02,176.470588,7076.217386,102.271743,113.377102,90.625265,6900.546379,37.827058,31.739601,21.897810,0.767438,0.062664,334.165348,0.191860
828.02,176.470588,7076.173182,102.279690,113.390917,90.636227,6900.546379,37.827933,31.735386,21.897810,0.768093,0.064011,334.165348,0.192023
829.02,176.470588,7074.262599,102.272665,113.373366,90.624701,6900.546379,37.828808,31.731167,21.897810,0.761326,0.066073,334.165348,0.190332
830.02,176.470588,7075.883201,102.275928,113.386802,90.635528,6900.546379,37.829682,31.726941,21.897810,0.757485,0.065399,334.165348,0.189371
831.02,176.470588,7074.738078,102.280030,113.389380,90.638024,6900.546379,37.830556,31.722710,21.897810,0.765298,0.062459,334.165348,0.191324
832.02,176.470588,7073.408195,102.272163,113.372960,90.627342,6900.546379,37.831430,31.718476,21.897810,0.768897,0.063162,334.165348,0.192224
833.02,176.470588,7074.880808,102.277427,113.388990,90.639997,6900.546379,37.832304,31.714239,21.897810,0.767177,0.065024,334.165348,0.191794
834.02,176.470588,7072.433225,102.277181,113.379597,90.634230,6900.546379,37.833177,31.709997,21.897810,0.759730,0.066200,334.165348,0.189932
835.02,176.470588,7072.630528,102.272080,113.373495,90.630649,6900.546379,37.834050,31.705748,21.897810,0.763391,0.063348,334.165348,0.190848
836.02,176.470588,7073.772921,102.278830,113.390539,90.643992,6900.546379,37.834922,31.701495,21.897810,0.767509,0.062601,334.165348,0.191877
837.02,176.470588,7071.268989,102.276077,113.376901,90.635190,6900.546379,37.835795,31.697241,21.897810,0.768149,0.063960,334.165348,0.192037
838.02,176.470588,7072.550890,102.274070,113.380752,90.639157,6900.546379,37.836667,31.692981,21.897810,0.761392,0.066008,334.165348,0.190348
839.02,176.470588,7071.554342,102.280634,113.388299,90.645561,6900.546379,37.837539,31.688715,21.897810,0.757551,0.065339,334.165348,0.189388
840.02,176.470588,7070.216418,102.275081,113.374840,90.636598,6900.546379,37.838410,31.684444,21.897810,0.765351,0.062409,334.165348,0.191338
841.02,176.470588,7071.732152,102.275398,113.383396,90.643926,6900.546379,37.839281,31.680170,21.897810,0.768963,0.063101,334.165348,0.192241
842.02,176.470588,7070.146894,102.280254,113.385624,90.646492,6900.546379,37.840152,31.675894,21.897810,0.767240,0.064965,334.165348,0.191810
843.02,176.470588,7069.768407,102.272894,113.373951,90.639250,6900.546379,37.841023,31.671611,21.897810,0.759799,0.066142,334.165348,0.189950
844.02,176.470588,7070.859483,102.276946,113.386096,90.648720,6900.546379,37.841893,31.667322,21.897810,0.763468,0.063278,334.165348,0.190867
845.02,176.470588,7068.804188,102.279621,113.382784,90.647294,6900.546379,37.842763,31.663030,21.897810,0.767562,0.062547,334.165348,0.191890
846.02,176.470588,7069.044878,102.273328,113.375499,90.643225,6900.546379,37.843633,31.658735,21.897810,0.768211,0.063904,334.165348,0.192053
847.02,176.470588,7069.446322,102.280950,113.390875,90.655303,6900.546379,37.844502,31.654436,21.897810,0.761463,0.065941,334.165348,0.190366
848.02,176.470588,7067.293998,102.275421,113.374191,90.644334,6900.546379,37.845371,31.650131,21.897810,0.757612,0.065287,334.165348,0.189403
849.02,176.470588,7068.318077,102.274086,113.377601,90.647582,6900.546379,37.846240,31.645820,21.897810,0.765426,0.062349,334.165348,0.191356
850.02,176.470588,7068.081889,102.281510,113.389876,90.657400,6900.546379,37.847109,31.641506,21.897810,0.769028,0.063037,334.165348,0.192257
851.02,176.470588,7066.404253,102.274631,113.373144,90.646433,6900.546379,37.847977,31.637190,21.897810,0.767299,0.064912,334.165348,0.191825
852.02,176.470588,7067.908883,102.278075,113.386834,90.657401,6900.546379,37.848845,31.632868,21.897810,0.759879,0.066069,334.165348,0.189970
853.02,176.470588,7066.685851,102.281677,113.388094,90.658931,6900.546379,37.849713,31.628540,21.897810,0.763530,0.063223,334.165348,0.190882
854.02,176.470588,7065.578794,102.274131,113.372857,90.649070,6900.546379,37.850580,31.624209,21.897810,0.767626,0.062492,334.165348,0.191907
855.02,176.470588,7066.894907,102.279361,113.388618,90.661492,6900.546379,37.851447,31.619874,21.897810,0.768281,0.063837,334.165348,0.192070
856.02,176.470588,7064.525329,102.278667,113.378349,90.655072,6900.546379,37.852314,31.615536,21.897810,0.761527,0.065886,334.165348,0.190382
857.02,176.470588,7065.469345,102.274965,113.378317,90.656212,6900.546379,37.853180,31.611191,21.897810,0.757700,0.065218,334.165348,0.189425
858.02,176.470588,7065.787770,102.280613,113.389848,90.665167,6900.546379,37.854046,31.606842,21.897810,0.765499,0.062282,334.165348,0.191375
859.02,176.470588,7063.421317,102.277573,113.375842,90.656073,6900.546379,37.854912,31.602489,21.897810,0.769089,0.062983,334.165348,0.192272
860.02,176.470588,7064.705986,102.276028,113.380802,90.660793,6900.546379,37.855778,31.598134,21.897810,0.767367,0.064848,334.165348,0.191842
861.02,176.470588,7063.579429,102.281939,113.386659,90.665952,6900.546379,37.856643,31.593773,21.897810,0.759947,0.066006,334.165348,0.189987
862.02,176.470588,7062.419299,102.276516,113.373916,90.657486,6900.546379,37.857508,31.589406,21.897810,0.763592,0.063167,334.165348,0.190898
863.02,176.470588,7063.872428,102.277155,113.383186,90.665285,6900.546379,37.858373,31.585035,21.897810,0.767709,0.062425,334.165348,0.191927
864.02,176.470588,7062.211120,102.281320,113.383767,90.666641,6900.546379,37.859237,31.580662,21.897810,0.768347,0.063776,334.165348,0.192087
865.02,176.470588,7062.006102,102.274420,113.373563,90.660426,6900.546379,37.860101,31.576285,21.897810,0.761594,0.065824,334.165348,0.190398
866.02,176.470588,7062.747124,102.281159,113.389382,90.672824,6900.546379,37.860965,31.571901,21.897810,0.757788,0.065143,334.165348,0.189447
867.02,176.470588,7060.912614,102.280466,113.380787,90.667263,6900.546379,37.861828,31.567513,21.897810,0.765555,0.062225,334.165348,0.191389
868.02,176.470588,7061.272182,102.274667,113.374927,90.664185,6900.546379,37.862691,31.563122,21.897810,0.769157,0.062922,334.165348,0.192289
869.02,176.470588,7061.475905,102.281825,113.388939,90.675251,6900.546379,37.863554,31.558728,21.897810,0.767439,0.064779,334.165348,0.191860
870.02,176.470588,7059.534873,102.276300,113.372721,90.664596,6900.546379,37.864417,31.554329,21.897810,0.760015,0.065950,334.165348,0.190004
871.02,176.470588,7060.547913,102.275337,113.376942,90.668401,6900.546379,37.865279,31.549923,21.897810,0.763673,0.063094,334.165348,0.190918
872.02,176.470588,7060.136659,102.282248,113.387675,90.677084,6900.546379,37.866141,31.545514,21.897810,0.767775,0.062360,334.165348,0.191944
873.02,176.470588,7058.680755,102.275565,113.371852,90.666750,6900.546379,37.867002,31.541103,21.897810,0.768411,0.063719,334.165348,0.192103
874.02,176.470588,7060.064641,102.279145,113.385674,90.677772,6900.546379,37.867864,31.536687,21.897810,0.761670,0.065749,334.165348,0.190417
875.02,176.470588,7057.921631,102.280340,113.379032,90.673922,6900.546379,37.868725,31.532265,21.897810,0.757851,0.065086,334.165348,0.189463
876.02,176.470588,7057.891744,102.275149,113.371786,90.669458,6900.546379,37.869586,31.527839,21.897810,0.765625,0.062165,334.165348,0.191406
877.02,176.470588,7059.049585,102.280324,113.387179,90.681576,6900.546379,37.870446,31.523409,21.897810,0.769230,0.062852,334.165348,0.192308
878.02,176.470588,7056.775148,102.279262,113.376206,90.674624,6900.546379,37.871306,31.518978,21.897810,0.767504,0.064720,334.165348,0.191876
879.02,176.470588,7057.766784,102.276117,113.377507,90.676688,6900.546379,37.872166,31.514540,21.897810,0.760097,0.065878,334.165348,0.190024
880.02,176.470588,7057.947730,102.281476,113.388101,90.684951,6900.546379,37.873025,31.510097,21.897810,0.763750,0.063025,334.165348,0.190938
881.02,176.470588,7055.731146,102.278266,113.373926,90.675712,6900.546379,37.873885,31.505650,21.897810,0.767837,0.062302,334.165348,0.191959
882.02,176.470588,7057.006033,102.277170,113.379871,90.681102,6900.546379,37.874744,31.501200,21.897810,0.768485,0.063650,334.165348,0.192121
883.02,176.470588,7055.783666,102.282566,113.384199,90.685138,6900.546379,37.875602,31.496747,21.897810,0.761743,0.065683,334.165348,0.190436
884.02,176.470588,7055.160598,102.275634,113.371784,90.677273,6900.546379,37.876460,31.492287,21.897810,0.757931,0.065022,334.165348,0.189483
885.02,176.470588,7056.195744,102.278431,113.382309,90.685553,6900.546379,37.877318,31.487823,21.897810,0.765710,0.062094,334.165348,0.191428
886.02,176.470588,7054.495679,102.282119,113.381526,90.685902,6900.546379,37.878176,31.483356,21.897810,0.769299,0.062788,334.165348,0.192325
887.02,176.470588,7054.457284,102.275792,113.372882,90.680775,6900.546379,37.879034,31.478886,21.897810,0.767573,0.064657,334.165348,0.191893
888.02,176.470588,7055.024126,102.282345,113.387820,90.692509,6900.546379,37.879891,31.474411,21.897810,0.760178,0.065801,334.165348,0.190044
889.02,176.470588,7053.278497,102.281433,113.378812,90.686636,6900.546379,37.880747,31.469930,21.897810,0.763814,0.062968,334.165348,0.190954
890.02,176.470588,7053.750856,102.276235,113.374469,90.684616,6900.546379,37.881604,31.465446,21.897810,0.767919,0.062235,334.165348,0.191980
891.02,176.470588,7053.779597,102.283061,113.387220,90.694748,6900.546379,37.882460,31.460959,21.897810,0.768560,0.063579,334.165348,0.192140
892.02,176.470588,7052.052994,102.277654,113.371654,90.684538,6900.546379,37.883316,31.456468,21.897810,0.761814,0.065622,334.165348,0.190453
