Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),TotalWorkRateLevel
2198.02,166.666667,6897.716960,102.662092,114.733669,90.556142,6900.546379,38.690299,23.900956,22.058824,0.784882,0.044767,334.165348,0.196221
2199.02,166.666667,6898.775993,102.671954,114.739746,90.560709,6900.546379,38.690667,23.895056,22.058824,0.787697,0.046622,334.165348,0.196924
2200.02,166.666667,6897.329964,102.662870,114.734265,90.557057,6900.546379,38.691034,23.889157,22.058824,0.777134,0.048631,334.165348,0.194284
2201.02,166.666667,6898.002012,102.665184,114.735194,90.558071,6900.546379,38.691401,23.883254,22.058824,0.787104,0.044862,334.165348,0.196776
2202.02,166.666667,6898.190662,102.671015,114.739173,90.561029,6900.546379,38.691768,23.877361,22.058824,0.786666,0.047646,334.165348,0.196667
2203.02,166.666667,6897.135094,102.663471,114.734499,90.557906,6900.546379,38.692134,23.871462,22.058824,0.782109,0.046120,334.165348,0.195527
2204.02,166.666667,6898.227230,102.669119,114.737442,90.560456,6900.546379,38.692500,23.865564,22.058824,0.789139,0.045273,334.165348,0.197285
2205.02,166.666667,6897.455905,102.668202,114.737371,90.560514,6900.546379,38.692866,23.859675,22.058824,0.780782,0.048517,334.165348,0.195195
2206.02,166.666667,6896.847862,102.662025,114.733288,90.557909,6900.546379,38.693231,23.853779,22.058824,0.784092,0.044633,334.165348,0.196023
2207.02,166.666667,6898.153022,102.671921,114.739175,90.562431,6900.546379,38.693596,23.847887,22.058824,0.788326,0.046024,334.165348,0.197081
2208.02,166.666667,6896.776669,102.664865,114.735134,90.559738,6900.546379,38.693960,23.841999,22.058824,0.779342,0.048597,334.165348,0.194835
2209.02,166.666667,6896.997925,102.663717,114.733961,90.559262,6900.546379,38.694324,23.836106,22.058824,0.786171,0.044614,334.165348,0.196543
2210.02,166.666667,6897.720339,102.672363,114.739519,90.563401,6900.546379,38.694688,23.830221,22.058824,0.787414,0.046935,334.165348,0.196853
2211.02,166.666667,6896.353290,102.662623,114.733467,90.559406,6900.546379,38.695051,23.824334,22.058824,0.777192,0.047639,334.165348,0.194298
2212.02,166.666667,6897.301737,102.667492,114.736033,90.561561,6900.546379,38.695415,23.818444,22.058824,0.788369,0.044853,334.165348,0.197092
2213.02,166.666667,6897.049890,102.670529,114.738389,90.563342,6900.546379,38.695777,23.812566,22.058824,0.782560,0.048098,334.165348,0.195640
2214.02,166.666667,6896.135461,102.663124,114.733666,90.560228,6900.546379,38.696140,23.806679,22.058824,0.783296,0.045489,334.165348,0.195824
2215.02,166.666667,6897.423525,102.671234,114.738250,90.563894,6900.546379,38.696502,23.800796,22.058824,0.788933,0.045465,334.165348,0.197233
2216.02,166.666667,6896.325662,102.667393,114.736299,90.562630,6900.546379,38.696863,23.794920,22.058824,0.780026,0.048449,334.165348,0.195007
2217.02,166.666667,6896.052311,102.663046,114.733225,90.560773,6900.546379,38.697224,23.789036,22.058824,0.785263,0.044430,334.165348,0.196316
2218.02,166.666667,6897.194233,102.673102,114.739397,90.565424,6900.546379,38.697585,23.783160,22.058824,0.788068,0.046287,334.165348,0.197017
2219.02,166.666667,6895.738254,102.664318,114.734111,90.561893,6900.546379,38.697946,23.777284,22.058824,0.777509,0.048291,334.165348,0.194377
2220.02,166.666667,6896.321495,102.665850,114.734560,90.562569,6900.546379,38.698306,23.771404,22.058824,0.787482,0.044526,334.165348,0.196870
2221.02,166.666667,6896.636655,102.672435,114.738998,90.565861,6900.546379,38.698666,23.765535,22.058824,0.787036,0.047310,334.165348,0.196759
2222.02,166.666667,6895.550905,102.664949,114.734367,90.562757,6900.546379,38.699025,23.759660,22.058824,0.782488,0.045779,334.165348,0.195622
2223.02,166.666667,6896.575869,102.669819,114.736823,90.564971,6900.546379,38.699385,23.753785,22.058824,0.789513,0.044938,334.165348,0.197378
2224.02,166.666667,6895.908772,102.669798,114.737311,90.565420,6900.546379,38.699743,23.747920,22.058824,0.781153,0.048180,334.165348,0.195288
2225.02,166.666667,6895.218325,102.663213,114.732977,90.562626,6900.546379,38.700102,23.742047,22.058824,0.784474,0.044296,334.165348,0.196118
2226.02,166.666667,6896.550142,102.672891,114.738711,90.567054,6900.546379,38.700460,23.736179,22.058824,0.788698,0.045689,334.165348,0.197175
2227.02,166.666667,6895.212107,102.666441,114.735051,90.564616,6900.546379,38.700817,23.730315,22.058824,0.779716,0.048258,334.165348,0.194929
2228.02,166.666667,6895.325625,102.664523,114.733406,90.563800,6900.546379,38.701175,23.724445,22.058824,0.786551,0.044278,334.165348,0.196638
2229.02,166.666667,6896.160981,102.673661,114.739241,90.568149,6900.546379,38.701532,23.718584,22.058824,0.787784,0.046600,334.165348,0.196946
2230.02,166.666667,6894.752437,102.663990,114.733235,90.564165,6900.546379,38.701888,23.712721,22.058824,0.777575,0.047297,334.165348,0.194394
2231.02,166.666667,6895.640993,102.668188,114.735373,90.566022,6900.546379,38.702245,23.706855,22.058824,0.788746,0.044517,334.165348,0.197187
2232.02,166.666667,6895.514888,102.672099,114.738254,90.568175,6900.546379,38.702601,23.701000,22.058824,0.782929,0.047761,334.165348,0.195732
2233.02,166.666667,6894.546034,102.664546,114.733439,90.564980,6900.546379,38.702956,23.695138,22.058824,0.783678,0.045147,334.165348,0.195919
2234.02,166.666667,6895.801091,102.672032,114.737614,90.568368,6900.546379,38.703311,23.689278,22.058824,0.789307,0.045129,334.165348,0.197327
2235.02,166.666667,6894.781830,102.668990,114.736167,90.567452,6900.546379,38.703666,23.683426,22.058824,0.780399,0.048111,334.165348,0.195100
2236.02,166.666667,6894.403065,102.664005,114.732706,90.565310,6900.546379,38.704021,23.677567,22.058824,0.785646,0.044093,334.165348,0.196411
2237.02,166.666667,6895.615519,102.674153,114.738914,90.570005,6900.546379,38.704375,23.671715,22.058824,0.788439,0.045952,334.165348,0.197110
2238.02,166.666667,6894.159410,102.665735,114.733877,90.566634,6900.546379,38.704729,23.665863,22.058824,0.777884,0.047950,334.165348,0.194471
2239.02,166.666667,6894.647650,102.666477,114.733843,90.566969,6900.546379,38.705082,23.660008,22.058824,0.787861,0.044189,334.165348,0.196965
2240.02,166.666667,6895.088516,102.673768,114.738712,90.570578,6900.546379,38.705435,23.654162,22.058824,0.787406,0.046974,334.165348,0.196851
2241.02,166.666667,6893.980338,102.666402,114.734169,90.567521,6900.546379,38.705788,23.648312,22.058824,0.782869,0.045437,334.165348,0.195717
2242.02,166.666667,6894.928221,102.670453,114.736109,90.569376,6900.546379,38.706140,23.642461,22.058824,0.789888,0.044602,334.165348,0.197472
2243.02,166.666667,6894.370718,102.671322,114.737152,90.570216,6900.546379,38.706492,23.636620,22.058824,0.781525,0.047842,334.165348,0.195381
2244.02,166.666667,6893.602556,102.664378,114.732600,90.567253,6900.546379,38.706844,23.630771,22.058824,0.784856,0.043958,334.165348,0.196214
2245.02,166.666667,6894.945755,102.673720,114.738108,90.571535,6900.546379,38.707195,23.624928,22.058824,0.789072,0.045353,334.165348,0.197268
2246.02,166.666667,6893.657443,102.667935,114.734872,90.569384,6900.546379,38.707546,23.619089,22.058824,0.780091,0.047918,334.165348,0.195023
2247.02,166.666667,6893.661224,102.665266,114.732768,90.568235,6900.546379,38.707897,23.613243,22.058824,0.786932,0.043940,334.165348,0.196733
2248.02,166.666667,6894.604448,102.674828,114.738842,90.572766,6900.546379,38.708247,23.607407,22.058824,0.788155,0.046263,334.165348,0.197039
2249.02,166.666667,6893.162472,102.665291,114.732926,90.568825,6900.546379,38.708597,23.601568,22.058824,0.777958,0.046954,334.165348,0.194490
2250.02,166.666667,6893.979662,102.668758,114.734600,90.570358,6900.546379,38.708946,23.595727,22.058824,0.789125,0.044180,334.165348,0.197281
2251.02,166.666667,6893.981032,102.673508,114.737994,90.572876,6900.546379,38.709295,23.589897,22.058824,0.783300,0.047423,334.165348,0.195825
2252.02,166.666667,6892.963909,102.665864,114.733128,90.569631,6900.546379,38.709644,23.584060,22.058824,0.784060,0.044804,334.165348,0.196015
2253.02,166.666667,6894.174032,102.672659,114.736860,90.572718,6900.546379,38.709993,23.578225,22.058824,0.789682,0.044793,334.165348,0.197421
2254.02,166.666667,6893.240993,102.670450,114.735946,90.572172,6900.546379,38.710341,23.572398,22.058824,0.780772,0.047771,334.165348,0.195193
2255.02,166.666667,6892.762129,102.664889,114.732137,90.569774,6900.546379,38.710688,23.566563,22.058824,0.786029,0.043755,334.165348,0.196507
2256.02,166.666667,6894.035315,102.675057,114.738345,90.574488,6900.546379,38.711036,23.560736,22.058824,0.788812,0.045615,334.165348,0.197203
2257.02,166.666667,6892.591415,102.667100,114.733614,90.571318,6900.546379,38.711383,23.554910,22.058824,0.778261,0.047608,334.165348,0.194565
2258.02,166.666667,6892.980968,102.667065,114.733101,90.571312,6900.546379,38.711729,23.549079,22.058824,0.788241,0.043852,334.165348,0.197060
2259.02,166.666667,6893.545659,102.675013,114.738365,90.575212,6900.546379,38.712076,23.543258,22.058824,0.787777,0.046637,334.165348,0.196944
2260.02,166.666667,6892.422949,102.667828,114.733943,90.572228,6900.546379,38.712422,23.537433,22.058824,0.783250,0.045095,334.165348,0.195813
2261.02,166.666667,6893.282487,102.671006,114.735327,90.573694,6900.546379,38.712767,23.531607,22.058824,0.790264,0.044265,334.165348,0.197566
2262.02,166.666667,6892.839777,102.672760,114.736924,90.574924,6900.546379,38.713113,23.525792,22.058824,0.781898,0.047503,334.165348,0.195475
2263.02,166.666667,6892.001614,102.665532,114.732198,90.571825,6900.546379,38.713457,23.519968,22.058824,0.785240,0.043619,334.165348,0.196310
2264.02,166.666667,6893.346913,102.674481,114.737441,90.575934,6900.546379,38.713802,23.514150,22.058824,0.789446,0.045016,334.165348,0.197361
2265.02,166.666667,6892.120407,102.669445,114.734680,90.574103,6900.546379,38.714146,23.508336,22.058824,0.780466,0.047577,334.165348,0.195117
2266.02,166.666667,6892.012752,102.666047,114.732123,90.572624,6900.546379,38.714490,23.502516,22.058824,0.787314,0.043602,334.165348,0.196829
2267.02,166.666667,6893.054819,102.675937,114.738364,90.577289,6900.546379,38.714834,23.496705,22.058824,0.788528,0.045926,334.165348,0.197132
2268.02,166.666667,6891.588887,102.666602,114.732583,90.573422,6900.546379,38.715177,23.490892,22.058824,0.778343,0.046610,334.165348,0.194586
2269.02,166.666667,6892.325437,102.669303,114.733770,90.574614,6900.546379,38.715520,23.485076,22.058824,0.789504,0.043843,334.165348,0.197376
2270.02,166.666667,6892.455803,102.674864,114.737659,90.577490,6900.546379,38.715862,23.479272,22.058824,0.783671,0.047085,334.165348,0.195918
2271.02,166.666667,6891.397709,102.667193,114.732785,90.574226,6900.546379,38.716204,23.473460,22.058824,0.784443,0.044460,334.165348,0.196111
2272.02,166.666667,6892.552263,102.673251,114.736044,90.576989,6900.546379,38.716546,23.467651,22.058824,0.790058,0.044455,334.165348,0.197515
2273.02,166.666667,6891.714268,102.671910,114.735686,90.576831,6900.546379,38.716887,23.461849,22.058824,0.781147,0.047431,334.165348,0.195287
2274.02,166.666667,6891.141801,102.665842,114.731569,90.574205,6900.546379,38.717228,23.456040,22.058824,0.786413,0.043416,334.165348,0.196603
2275.02,166.666667,6892.462734,102.675936,114.737711,90.578889,6900.546379,38.717569,23.450238,22.058824,0.789186,0.045278,334.165348,0.197296
2276.02,166.666667,6891.042693,102.668512,114.733329,90.575951,6900.546379,38.717909,23.444438,22.058824,0.778638,0.047266,334.165348,0.194660
2277.02,166.666667,6891.328313,102.667698,114.732331,90.575598,6900.546379,38.718249,23.438633,22.058824,0.788622,0.043514,334.165348,0.197155
2278.02,166.666667,6892.012380,102.676228,114.737934,90.579752,6900.546379,38.718589,23.432838,22.058824,0.788149,0.046298,334.165348,0.197037
2279.02,166.666667,6890.883790,102.669283,114.733673,90.576867,6900.546379,38.718928,23.427039,22.058824,0.783632,0.044751,334.165348,0.195908
2280.02,166.666667,6891.645659,102.671557,114.734476,90.577925,6900.546379,38.719267,23.421239,22.058824,0.790641,0.043927,334.165348,0.197660
2281.02,166.666667,6891.326620,102.674220,114.736636,90.579552,6900.546379,38.719605,23.415450,22.058824,0.782272,0.047163,334.165348,0.195568
2282.02,166.666667,6890.425565,102.666779,114.731779,90.576345,6900.546379,38.719944,23.409652,22.058824,0.785624,0.043280,334.165348,0.196406
2283.02,166.666667,6891.757936,102.675236,114.736683,90.580225,6900.546379,38.720282,23.403860,22.058824,0.789821,0.044678,334.165348,0.197455
2284.02,166.666667,6890.600637,102.670970,114.734408,90.578725,6900.546379,38.720619,23.398072,22.058824,0.780843,0.047235,334.165348,0.195211
2285.02,166.666667,6890.380882,102.666861,114.731410,90.576923,6900.546379,38.720956,23.392278,22.058824,0.787697,0.043263,334.165348,0.196924
2286.02,166.666667,6891.510726,102.676970,114.737752,90.581676,6900.546379,38.721293,23.386493,22.058824,0.788901,0.045587,334.165348,0.197225
2287.02,166.666667,6890.030645,102.667906,114.732159,90.577924,6900.546379,38.721629,23.380706,22.058824,0.778728,0.046266,334.165348,0.194682
2288.02,166.666667,6890.677660,102.669811,114.732846,90.578765,6900.546379,38.721966,23.374917,22.058824,0.789884,0.043505,334.165348,0.197471
2289.02,166.666667,6890.936031,102.676132,114.737204,90.581982,6900.546379,38.722301,23.369138,22.058824,0.784043,0.046746,334.165348,0.196011
2290.02,166.666667,6889.843763,102.668491,114.732366,90.578731,6900.546379,38.722637,23.363353,22.058824,0.784827,0.044116,334.165348,0.196207
2291.02,166.666667,6890.932683,102.673769,114.735129,90.581152,6900.546379,38.722972,23.357570,22.058824,0.790435,0.044117,334.165348,0.197609
2292.02,166.666667,6890.198121,102.673324,114.735346,90.581398,6900.546379,38.723306,23.351795,22.058824,0.781522,0.047090,334.165348,0.195380
2293.02,166.666667,6889.538669,102.666817,114.730963,90.578570,6900.546379,38.723641,23.346012,22.058824,0.786798,0.043077,334.165348,0.196699
2294.02,166.666667,6890.892335,102.676728,114.736967,90.583173,6900.546379,38.723975,23.340237,22.058824,0.789560,0.044939,334.165348,0.197390
2295.02,166.666667,6889.506496,102.669888,114.732968,90.580490,6900.546379,38.724308,23.334463,22.058824,0.779016,0.046923,334.165348,0.194754
2296.02,166.666667,6889.682161,102.668282,114.731477,90.579783,6900.546379,38.724642,23.328685,22.058824,0.789004,0.043175,334.165348,0.197251
2297.02,166.666667,6890.480084,102.677304,114.737367,90.584153,6900.546379,38.724975,23.322917,22.058824,0.788522,0.045959,334.165348,0.197131
2298.02,166.666667,6889.354010,102.670657,114.733307,90.581398,6900.546379,38.725307,23.317144,22.058824,0.784016,0.044407,334.165348,0.196004
2299.02,166.666667,6890.009820,102.672002,114.733519,90.582036,6900.546379,38.725640,23.311371,22.058824,0.791019,0.043589,334.165348,0.197755
2300.02,166.666667,6889.818895,102.675567,114.736240,90.584060,6900.546379,38.725972,23.305608,22.058824,0.782647,0.046822,334.165348,0.195662
2301.02,166.666667,6888.860082,102.667962,114.731285,90.580769,6900.546379,38.726303,23.299837,22.058824,0.786009,0.042939,334.165348,0.196502
2302.02,166.666667,6890.164697,102.675825,114.735789,90.584378,6900.546379,38.726634,23.294072,22.058824,0.790198,0.044339,334.165348,0.197549
2303.02,166.666667,6889.084376,102.672359,114.734028,90.583230,6900.546379,38.726965,23.288311,22.058824,0.781220,0.046893,334.165348,0.195305
2304.02,166.666667,6888.755026,102.667582,114.730619,90.581127,6900.546379,38.727296,23.282544,22.058824,0.788081,0.042923,334.165348,0.197020
2305.02,166.666667,6889.962097,102.677822,114.737019,90.585939,6900.546379,38.727626,23.276786,22.058824,0.789275,0.045248,334.165348,0.197319
2306.02,166.666667,6888.478259,102.669109,114.731671,90.582346,6900.546379,38.727956,23.271026,22.058824,0.779113,0.045921,334.165348,0.194778
2307.02,166.666667,6889.030991,102.670222,114.731864,90.582838,6900.546379,38.728285,23.265263,22.058824,0.790265,0.043165,334.165348,0.197566
2308.02,166.666667,6889.418855,102.677284,114.736681,90.586392,6900.546379,38.728614,23.259512,22.058824,0.784416,0.046406,334.165348,0.196104
2309.02,166.666667,6888.300798,102.669746,114.731923,90.583183,6900.546379,38.728943,23.253754,22.058824,0.785212,0.043770,334.165348,0.196303
2310.02,166.666667,6889.315007,102.674215,114.734163,90.585243,6900.546379,38.729271,23.247998,22.058824,0.790812,0.043778,334.165348,0.197703
2311.02,166.666667,6888.690446,102.674676,114.734957,90.585893,6900.546379,38.729599,23.242250,22.058824,0.781898,0.046748,334.165348,0.195475
2312.02,166.666667,6887.949290,102.667787,114.730339,90.582887,6900.546379,38.729927,23.236495,22.058824,0.787184,0.042736,334.165348,0.196796
2313.02,166.666667,6889.321117,102.677408,114.736136,90.587359,6900.546379,38.730255,23.230746,22.058824,0.789936,0.044600,334.165348,0.197484
2314.02,166.666667,6887.981294,102.671218,114.732562,90.584962,6900.546379,38.730581,23.225000,22.058824,0.779395,0.046579,334.165348,0.194849
2315.02,166.666667,6888.045771,102.668848,114.730597,90.583913,6900.546379,38.730908,23.219249,22.058824,0.789387,0.042835,334.165348,0.197347
2316.02,166.666667,6888.956806,102.678334,114.736749,90.588483,6900.546379,38.731235,23.213508,22.058824,0.788896,0.045620,334.165348,0.197224
2317.02,166.666667,6887.841575,102.672053,114.732931,90.585885,6900.546379,38.731560,23.207762,22.058824,0.784400,0.044061,334.165348,0.196100
2318.02,166.666667,6888.381774,102.672442,114.732524,90.586082,6900.546379,38.731886,23.202016,22.058824,0.791399,0.043249,334.165348,0.197850
2319.02,166.666667,6888.320595,102.676872,114.735776,90.588485,6900.546379,38.732211,23.196281,22.058824,0.783023,0.046481,334.165348,0.195756
2320.02,166.666667,6887.310479,102.669159,114.730760,90.585135,6900.546379,38.732536,23.190538,22.058824,0.786396,0.042598,334.165348,0.196599
2321.02,166.666667,6888.575028,102.676360,114.734821,90.588443,6900.546379,38.732861,23.184800,22.058824,0.790575,0.044000,334.165348,0.197644
2322.02,166.666667,6887.580555,102.673731,114.733602,90.587671,6900.546379,38.733185,23.179067,22.058824,0.781598,0.046550,334.165348,0.195399
2323.02,166.666667,6887.146656,102.668349,114.729820,90.585294,6900.546379,38.733509,23.173327,22.058824,0.788465,0.042583,334.165348,0.197116
2324.02,166.666667,6888.419614,102.678635,114.736222,90.590126,6900.546379,38.733833,23.167597,22.058824,0.789650,0.044909,334.165348,0.197412
2325.02,166.666667,6886.943313,102.670350,114.731169,90.586724,6900.546379,38.734156,23.161865,22.058824,0.779500,0.045575,334.165348,0.194875
2326.02,166.666667,6887.396123,102.670668,114.730861,90.586863,6900.546379,38.734479,23.156130,22.058824,0.790647,0.042825,334.165348,0.197662
2327.02,166.666667,6887.911068,102.678411,114.736092,90.590722,6900.546379,38.734801,23.150406,22.058824,0.784790,0.046065,334.165348,0.196198
2328.02,166.666667,6886.775539,102.671038,114.731454,90.587585,6900.546379,38.735123,23.144676,22.058824,0.785598,0.043424,334.165348,0.196399
2329.02,166.666667,6887.704609,102.674654,114.733140,90.589257,6900.546379,38.735445,23.138948,22.058824,0.791191,0.043439,334.165348,0.197798
2330.02,166.666667,6887.195797,102.676018,114.734505,90.590310,6900.546379,38.735767,23.133228,22.058824,0.782275,0.046406,334.165348,0.195569
2331.02,166.666667,6886.380155,102.668816,114.729696,90.587155,6900.546379,38.736088,23.127500,22.058824,0.787570,0.042395,334.165348,0.196893
2332.02,166.666667,6887.757714,102.678062,114.735227,90.591453,6900.546379,38.736409,23.121780,22.058824,0.790312,0.044261,334.165348,0.197578
2333.02,166.666667,6886.477307,102.672605,114.732128,90.589378,6900.546379,38.736729,23.116062,22.058824,0.779775,0.046234,334.165348,0.194944
2334.02,166.666667,6886.428699,102.669493,114.729697,90.587989,6900.546379,38.737049,23.110338,22.058824,0.789771,0.042494,334.165348,0.197443
2335.02,166.666667,6887.443993,102.679347,114.736038,90.592707,6900.546379,38.737369,23.104626,22.058824,0.789271,0.045279,334.165348,0.197318
2336.02,166.666667,6886.345566,102.673462,114.732484,90.590282,6900.546379,38.737688,23.098908,22.058824,0.784785,0.043716,334.165348,0.196196
2337.02,166.666667,6886.761129,102.672863,114.731439,90.590025,6900.546379,38.738007,23.093191,22.058824,0.791779,0.042909,334.165348,0.197945
2338.02,166.666667,6886.830552,102.678115,114.735198,90.592792,6900.546379,38.738326,23.087484,22.058824,0.783399,0.046139,334.165348,0.195850
2339.02,166.666667,6885.775777,102.670350,114.730163,90.589416,6900.546379,38.738644,23.081769,22.058824,0.786783,0.042256,334.165348,0.196696
2340.02,166.666667,6886.986672,102.676815,114.733740,90.592392,6900.546379,38.738962,23.076059,22.058824,0.790953,0.043660,334.165348,0.197738
2341.02,166.666667,6886.084892,102.675039,114.733080,90.592010,6900.546379,38.739280,23.070354,22.058824,0.781976,0.046206,334.165348,0.195494
2342.02,166.666667,6885.551921,102.669110,114.728967,90.589387,6900.546379,38.739597,23.064643,22.058824,0.788851,0.042242,334.165348,0.197213
2343.02,166.666667,6886.877991,102.679349,114.735317,90.594201,6900.546379,38.739914,23.058941,22.058824,0.790025,0.044569,334.165348,0.197506
2344.02,166.666667,6885.421082,102.671570,114.730612,90.591030,6900.546379,38.740231,23.053237,22.058824,0.779887,0.045229,334.165348,0.194972
2345.02,166.666667,6885.769949,102.671100,114.729809,90.590816,6900.546379,38.740547,23.047530,22.058824,0.791030,0.042485,334.165348,0.197758
2346.02,166.666667,6886.407869,102.679454,114.735406,90.594945,6900.546379,38.740863,23.041835,22.058824,0.785165,0.045724,334.165348,0.196291
2347.02,166.666667,6885.262478,102.672297,114.730920,90.591902,6900.546379,38.741179,23.036133,22.058824,0.785985,0.043077,334.165348,0.196496
2348.02,166.666667,6886.094249,102.674998,114.732011,90.593157,6900.546379,38.741494,23.030434,22.058824,0.791571,0.043098,334.165348,0.197893
2349.02,166.666667,6885.705895,102.677249,114.733942,90.594610,6900.546379,38.741809,23.024742,22.058824,0.782653,0.046063,334.165348,0.195663
2350.02,166.666667,6884.823069,102.669800,114.728988,90.591337,6900.546379,38.742123,23.019044,22.058824,0.787958,0.042053,334.165348,0.196990
2351.02,166.666667,6886.193835,102.678591,114.734203,90.595425,6900.546379,38.742438,23.013352,22.058824,0.790689,0.043920,334.165348,0.197672
2352.02,166.666667,6884.981179,102.673908,114.731609,90.593693,6900.546379,38.742752,23.007662,22.058824,0.780156,0.045888,334.165348,0.195039
2353.02,166.666667,6884.818198,102.670069,114.728723,90.591972,6900.546379,38.743065,23.001968,22.058824,0.790156,0.042153,334.165348,0.197539
2354.02,166.666667,6885.927766,102.680189,114.735195,90.596799,6900.546379,38.743378,22.996284,22.058824,0.789647,0.044938,334.165348,0.197412
2355.02,166.666667,6884.852694,102.674740,114.731934,90.594569,6900.546379,38.743691,22.990595,22.058824,0.785171,0.043369,334.165348,0.196293
2356.02,166.666667,6885.138351,102.673156,114.730263,90.593865,6900.546379,38.744004,22.984906,22.058824,0.792160,0.042568,334.165348,0.198040
2357.02,166.666667,6885.338482,102.679195,114.734514,90.596990,6900.546379,38.744316,22.979228,22.058824,0.783777,0.045796,334.165348,0.195944
2358.02,166.666667,6884.246105,102.671439,114.729504,90.593617,6900.546379,38.744628,22.973542,22.058824,0.787171,0.041913,334.165348,0.196793
2359.02,166.666667,6885.394317,102.677134,114.732580,90.596250,6900.546379,38.744939,22.967861,22.058824,0.791332,0.043319,334.165348,0.197833
2360.02,166.666667,6884.594986,102.676260,114.732510,90.596282,6900.546379,38.745250,22.962185,22.058824,0.782356,0.045861,334.165348,0.195589
2361.02,166.666667,6883.970657,102.669864,114.728112,90.593446,6900.546379,38.745561,22.956503,22.058824,0.789237,0.041899,334.165348,0.197309
2362.02,166.666667,6885.336983,102.679969,114.734350,90.598199,6900.546379,38.745872,22.950830,22.058824,0.790402,0.044227,334.165348,0.197600
2363.02,166.666667,6883.910738,102.672764,114.730031,90.595286,6900.546379,38.746182,22.945156,22.058824,0.780275,0.044881,334.165348,0.195069
2364.02,166.666667,6884.149870,102.671500,114.728727,90.594711,6900.546379,38.746491,22.939478,22.058824,0.791414,0.042143,334.165348,0.197853
2365.02,166.666667,6884.906234,102.680391,114.734638,90.599078,6900.546379,38.746801,22.933812,22.058824,0.785541,0.045381,334.165348,0.196385
2366.02,166.666667,6883.759974,102.673514,114.730347,90.596159,6900.546379,38.747110,22.928140,22.058824,0.786372,0.042730,334.165348,0.196593
2367.02,166.666667,6884.487668,102.675293,114.730839,90.596992,6900.546379,38.747419,22.922469,22.058824,0.791951,0.042757,334.165348,0.197988
2368.02,166.666667,6884.228966,102.678469,114.733352,90.598857,6900.546379,38.747727,22.916807,22.058824,0.783031,0.045719,334.165348,0.195758
2369.02,166.666667,6883.285709,102.670844,114.728293,90.595494,6900.546379,38.748035,22.911138,22.058824,0.788347,0.041710,334.165348,0.197087
2370.02,166.666667,6884.634629,102.679080,114.733120,90.599320,6900.546379,38.748343,22.905476,22.058824,0.791068,0.043578,334.165348,0.197767
2371.02,166.666667,6883.497642,102.675198,114.731046,90.597944,6900.546379,38.748650,22.899815,22.058824,0.780538,0.045542,334.165348,0.195135
2372.02,166.666667,6883.222205,102.670671,114.727729,90.595907,6900.546379,38.748957,22.894150,22.058824,0.790541,0.041810,334.165348,0.197635
2373.02,166.666667,6884.415557,102.680965,114.734273,90.600803,6900.546379,38.749264,22.888496,22.058824,0.790023,0.044596,334.165348,0.197506
2374.02,166.666667,6883.371210,102.675997,114.731339,90.598794,6900.546379,38.749570,22.882837,22.058824,0.785558,0.043021,334.165348,0.196389
2375.02,166.666667,6883.524262,102.673457,114.729062,90.597656,6900.546379,38.749876,22.877177,22.058824,0.792541,0.042226,334.165348,0.198135
2376.02,166.666667,6883.855494,102.680251,114.733781,90.601123,6900.546379,38.750182,22.871529,22.058824,0.784155,0.045453,334.165348,0.196039
2377.02,166.666667,6882.733694,102.672571,114.728839,90.597786,6900.546379,38.750487,22.865872,22.058824,0.787559,0.041570,334.165348,0.196890
2378.02,166.666667,6883.809383,102.677461,114.731386,90.600053,6900.546379,38.750792,22.860221,22.058824,0.791711,0.042978,334.165348,0.197928
2379.02,166.666667,6883.119887,102.677502,114.731909,90.600501,6900.546379,38.751097,22.854575,22.058824,0.782736,0.045516,334.165348,0.195684
2380.02,166.666667,6882.410927,102.670705,114.727265,90.597479,6900.546379,38.751401,22.848922,22.058824,0.789625,0.041556,334.165348,0.197406
2381.02,166.666667,6883.802063,102.680568,114.733314,90.602115,6900.546379,38.751705,22.843279,22.058824,0.790779,0.043885,334.165348,0.197695
2382.02,166.666667,6882.418318,102.673998,114.729419,90.599486,6900.546379,38.752009,22.837634,22.058824,0.780663,0.044534,334.165348,0.195166
2383.02,166.666667,6882.544605,102.671952,114.727620,90.598555,6900.546379,38.752312,22.831987,22.058824,0.791799,0.041801,334.165348,0.197950
2384.02,166.666667,6883.416589,102.681324,114.733802,90.603128,6900.546379,38.752615,22.826351,22.058824,0.785918,0.045038,334.165348,0.196480
2385.02,166.666667,6882.278826,102.674794,114.729749,90.600364,6900.546379,38.752918,22.820708,22.058824,0.786761,0.042381,334.165348,0.196690
2386.02,166.666667,6882.892954,102.675625,114.729618,90.600753,6900.546379,38.753220,22.815068,22.058824,0.792333,0.042415,334.165348,0.198083
2387.02,166.666667,6882.765506,102.679687,114.732681,90.603009,6900.546379,38.753522,22.809435,22.058824,0.783411,0.045374,334.165348,0.195853
2388.02,166.666667,6881.767380,102.671929,114.727547,90.599578,6900.546379,38.753823,22.803796,22.058824,0.788737,0.041366,334.165348,0.197184
2389.02,166.666667,6883.078919,102.679512,114.731923,90.603096,6900.546379,38.754125,22.798164,22.058824,0.791447,0.043236,334.165348,0.197862
