Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,152.01951713333335,8642.213460966666,83.89520808333333,99.07765628333333,68.36492953333332,15377.074739633334,37.110663466666665,33.16131026666667,19.07339411666667,0.6636336,0.17883671666666665,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
0 days 00:01:01.020000,187.5,8967.527303166666,95.23502058333334,107.92313266666666,82.97359775,15505.877432,37.268261966666664,33.22503266666667,23.089577333333335,0.5793108333333333,0.27401243333333336,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
0 days 00:02:01.020000,187.5,8926.143157249999,98.3060309,111.022647,86.12906613333332,15505.877432,37.42447825,33.209818266666666,22.7937775,0.5699990666666667,0.28516763333333334,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
0 days 00:03:01.020000,187.5,8830.868680833333,100.05509148333334,112.70440588333332,87.93044223333332,15505.877432,37.58046458333333,33.120067850000005,22.690248566666664,0.5489779499999999,0.30548738333333336,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
0 days 00:04:01.020000,187.5,8735.373369566667,100.99686485000001,113.55849646666667,88.84951403333334,15505.877432,37.73564431666667,32.959256366666665,22.556391,0.5383311333333334,0.31781575,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
0 days 00:05:01.020000,187.5,8663.689146833332,101.49264626666667,113.98311148333333,89.34485991666666,15505.877432,37.88950521666666,32.73197361666667,22.57063116666667,0.5296652666666667,0.32576361666666664,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
0 days 00:06:01.020000,187.5,8612.5425187,101.77600903333334,114.21388133333333,89.63342236666668,15505.877432,38.04157071666667,32.4430641,22.727273,0.53073375,0.32528548333333335,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
0 days 00:07:01.020000,187.5,8574.699149433332,101.96100946666667,114.35932263333332,89.82418866666667,15505.877432,38.1915237,32.09718301666667,22.727273,0.5319505333333333,0.32332523333333335,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
0 days 00:08:01.020000,187.5,8546.4765247,102.07891606666666,114.44723128333334,89.94792980000001,15505.877432,38.33909586666667,31.69876908333333,22.7648625,0.5342376833333333,0.32137075,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
0 days 00:09:01.020000,187.5,8524.34292225,102.1658842,114.51051585,90.03982883333333,15505.877432,38.48406441666667,31.252096366666667,22.900763,0.5370785,0.3178599666666667,0.0,0.6666666666666666,23.333333333333332,71.11111111111111
