Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,152.01951713333335,8642.213246783334,83.89520411666668,99.0776511,68.36492671666666,15377.074739633334,37.11069163333333,33.15967703333333,19.07339411666667,0.6636174166666666,0.17885416666666665,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
0 days 00:01:01.020000,187.5,8967.528107116666,95.23504281666666,107.9231561,82.97361961666667,15505.877432,37.2684138,33.220231133333336,23.089577333333335,0.5793069000000001,0.27401666666666663,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
0 days 00:02:01.020000,187.5,8926.135139133334,98.30607348333334,111.02268158333332,86.12912068333334,15505.877432,37.4247628,33.201878816666664,22.7937775,0.5699913833333333,0.28518151666666663,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
0 days 00:03:01.020000,187.5,8830.862860183332,100.05512431666666,112.70443270000001,87.93047561666667,15505.877432,37.58085786666666,33.10902313333334,22.690248566666664,0.5489779333333333,0.30548735,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
0 days 00:04:01.020000,187.5,8735.366917866666,100.99687945000001,113.55850401666666,88.84953091666667,15505.877432,37.73612845,32.945141766666666,22.556391,0.5383318166666666,0.3178149666666667,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
0 days 00:05:01.020000,187.5,8663.682476816666,101.49264683333334,113.9831043,89.34486403333334,15505.877432,37.89006611666667,32.714829116666664,22.57063116666667,0.5296663166666666,0.32576241666666667,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
0 days 00:06:01.020000,187.5,8612.535231516666,101.77599843333334,114.21386196666667,89.6334163,15505.877432,38.04219653333334,32.422934149999996,22.727273,0.5307351666666666,0.325284,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
0 days 00:07:01.020000,187.5,8574.690876550001,101.96098906666666,114.35929211666667,89.82417415,15505.877432,38.1922037,32.07411641666667,22.727273,0.5319521166666666,0.3233235666666667,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
0 days 00:08:01.020000,187.5,8546.467156483333,102.07888628333333,114.44718976666667,89.94790710000001,15505.877432,38.33981966666667,31.672818516666666,22.7648625,0.5342393166666667,0.3213689,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
0 days 00:09:01.020000,187.5,8524.33237355,102.16584471666667,114.51046316666667,90.0397979,15505.877432,38.48482178333334,31.223318683333332,22.900763,0.5370803,0.3178581,0.0,0.6666666666666666,22.22222222222222,75.55555555555556
