Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,149.63539395,8132.851027866666,89.18127148333333,103.98667146666666,73.8366426,11967.142991633333,37.09127968333333,33.15640688333333,18.519237850000003,0.7299459833333334,0.10026255,0.0,0.5,24.444444444444443,48.888888888888886
0 days 00:01:01.020000,187.5,8361.6970849,99.32609523333333,111.41249541666666,87.4825163,12063.745011,37.209685566666664,33.223647983333336,22.9016975,0.6323964333333334,0.21075486666666665,0.0,0.5,24.444444444444443,48.888888888888886
0 days 00:02:01.020000,187.5,8328.669450533334,101.51561903333332,113.61745293333334,89.52282768333333,12063.745011,37.326508733333334,33.23065015,22.567783133333332,0.62173015,0.22061093333333334,0.0,0.5,24.444444444444443,48.888888888888886
0 days 00:03:01.020000,187.5,8242.394688549999,102.67121993333333,114.70063916666666,90.63494211666666,12063.745011,37.44344195,33.17950236666667,22.39367103333333,0.6183257999999999,0.22523433333333334,0.0,0.5,24.444444444444443,48.888888888888886
0 days 00:04:01.020000,187.5,8152.337415,103.26340633333332,115.2021405,91.23002865,12063.745011,37.559972183333336,33.07233425,22.38806,0.6139862833333333,0.22832418333333332,0.0,0.5,24.444444444444443,48.888888888888886
0 days 00:05:01.020000,187.5,8082.999753116667,103.5775555,115.44288505,91.55766333333332,12063.745011,37.675687616666664,32.9123997,22.38806,0.6148251166666667,0.2288414,0.0,0.5,24.444444444444443,48.888888888888886
0 days 00:06:01.020000,187.5,8033.2443035666665,103.75912939999999,115.57065825,91.75240968333333,12063.745011,37.790265399999996,32.70322505,22.38806,0.61292455,0.22933233333333333,0.0,0.5,24.444444444444443,48.888888888888886
0 days 00:07:01.020000,187.5,7997.2610423666665,103.8764927,115.64874576666666,91.8803988,12063.745011,37.903445766666664,32.448257016666666,22.410504133333333,0.6073608833333334,0.23546631666666668,0.0,0.5,24.444444444444443,48.888888888888886
0 days 00:08:01.020000,187.5,7970.659204099999,103.95493181666667,115.6979398,91.96732036666667,12063.745011,38.01498396666667,32.150794616666666,22.556391,0.6084627666666667,0.2333217,0.0,0.5,24.444444444444443,48.888888888888886
0 days 00:09:01.020000,187.5,7949.1276342833335,104.02528515,115.7447581,92.04396093333334,12063.745011,38.124743716666664,31.813976383333333,22.556391,0.6108419333333334,0.23173843333333333,0.0,0.5,24.444444444444443,48.888888888888886
