Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,155.43108064999998,9554.962942183334,75.06322233333334,90.89196473333332,58.67629516666667,22196.938236383332,37.14938095,33.17293706666667,19.699837533333334,0.5870154666666667,0.26353916666666666,0.0,1.0,24.444444444444443,75.55555555555556
0 days 00:01:01.020000,187.5,10054.234783016667,86.0330835,99.73006783333334,72.16827943333332,22390.142275,37.384998833333334,33.23759951666667,23.2800388,0.49631885,0.37490955,0.0,1.0,24.444444444444443,75.55555555555556
0 days 00:02:01.020000,187.5,10025.226177283334,89.20892376666667,102.95874435,75.38320990000001,22390.142275,37.61879248333333,33.191649500000004,23.1305903,0.46260863333333335,0.41382165,0.0,1.0,24.444444444444443,75.55555555555556
0 days 00:03:01.020000,187.5,9929.050237416666,91.23905266666667,104.93299895,77.55362276666666,22390.142275,37.8514853,33.04258093333333,22.953611000000002,0.4597976,0.41570586666666665,0.0,1.0,24.444444444444443,75.55555555555556
0 days 00:04:01.020000,187.5,9823.296840866667,92.51086711666667,106.11734963333333,78.98016751666667,22390.142275,38.082518183333335,32.795875116666664,22.900763,0.45929258333333334,0.4173253666666667,0.0,1.0,24.444444444444443,75.55555555555556
0 days 00:05:01.020000,187.5,9741.77107125,93.25670661666666,106.78921755,79.84590928333334,22390.142275,38.31109858333333,32.4584925,22.900763,0.45972765,0.4158332,0.0,1.0,24.444444444444443,75.55555555555556
0 days 00:06:01.020000,187.5,9682.5079335,93.70840410000001,107.18459078333333,80.38506193333333,22390.142275,38.53665566666667,32.03779848333333,23.047563000000004,0.4606598,0.41539566666666666,0.0,1.0,24.444444444444443,75.55555555555556
0 days 00:07:01.020000,187.5,9638.448109866667,94.0012141,107.43431179999999,80.74301418333333,22390.142275,38.75870485,31.540915516666665,23.076923,0.25387081666666667,0.6437202333333333,0.0,1.0,24.444444444444443,75.55555555555556
0 days 00:08:01.020000,187.5,9600.587309566667,94.25287605,107.64882573333333,81.0509164,22390.142275,38.976749983333335,30.974469433333336,23.286841433333333,-0.4594000166666667,1.4308226333333331,0.0,1.0,24.444444444444443,75.55555555555556
0 days 00:09:01.020000,187.5,9576.329707833333,94.32826731666667,107.69838126666667,81.1616806,22390.142275,39.189709533333335,30.345128916666667,23.622047,-0.46133989999999997,1.4333333166666666,0.0,1.0,24.444444444444443,75.55555555555556
