Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,147.10451229999998,7844.093136466667,91.76809083333333,106.45901876666667,76.09437603333332,10262.177117266667,37.08187458333334,33.14604248333333,18.19004005,0.7688460166666666,0.0586184,0.0,0.41666666666666663,20.0,75.55555555555556
0 days 00:01:01.020000,187.5,8059.7209622,100.51266551666666,112.27795628333334,88.7262758,10342.6788,37.1819695,33.20072178333333,22.7196398,0.68568945,0.15319596666666666,0.0,0.41666666666666663,20.0,75.55555555555556
0 days 00:02:01.020000,187.5,8031.3369858,102.10965983333334,113.88108489999999,90.21530571666668,10342.6788,37.28040813333334,33.2053883,22.410504133333333,0.6623858666666667,0.17368775,0.0,0.41666666666666663,20.0,75.55555555555556
0 days 00:03:01.020000,187.5,7948.350342816667,102.98130121666667,114.67691225,91.06364669999999,10342.6788,37.378980999999996,33.16026576666666,22.249861666666668,0.6568471833333334,0.18035705,0.0,0.41666666666666663,20.0,75.55555555555556
0 days 00:04:01.020000,187.5,7859.849207483333,103.44404198333334,115.04734658333334,91.53886766666666,10342.6788,37.47727171666667,33.066868766666666,22.222222,0.6533791166666667,0.18274986666666668,0.0,0.41666666666666663,20.0,75.55555555555556
0 days 00:05:01.020000,187.5,7791.130992016667,103.69469208333334,115.22356688333333,91.80799485000001,10342.6788,37.57492455,32.92785336666667,22.222222,0.6524864833333334,0.1845439,0.0,0.41666666666666663,20.0,75.55555555555556
0 days 00:06:01.020000,187.5,7741.608369133333,103.84402911666666,115.31845464999999,91.97321188333333,10342.6788,37.67167473333333,32.74618543333334,22.222222,0.6531425166666666,0.18305901666666669,0.0,0.41666666666666663,20.0,75.55555555555556
0 days 00:07:01.020000,187.5,7705.771085883333,103.94323865,115.3780188,92.08462778333333,10342.6788,37.76730835,32.5247654,22.222222,0.6538926,0.18275691666666666,0.0,0.41666666666666663,20.0,75.55555555555556
0 days 00:08:01.020000,187.5,7678.792973383333,104.01657533333334,115.42146301666666,92.16724715000001,10342.6788,37.86166591666667,32.26634045,22.222222,0.6564102166666667,0.1799493,0.0,0.41666666666666663,20.0,75.55555555555556
0 days 00:09:01.020000,187.5,7657.970818133333,104.06706905,115.4487556,92.22537758333333,10342.6788,37.95457738333334,31.973522833333334,22.3631843,0.6577461833333333,0.1785141,0.0,0.41666666666666663,20.0,75.55555555555556
