Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,147.10451229999998,7844.09762355,91.76811228333332,106.45905308333334,76.0943997,10262.177117266667,37.08165086666667,33.15421371666667,18.19004005,0.7688448999999999,0.05861965,0.0,0.41666666666666663,25.555555555555557,40.0
0 days 00:01:01.020000,187.5,8059.7211806,100.51267025,112.27796143333333,88.7262801,10342.6788,37.18076584999999,33.224812033333336,22.7196398,0.6856808,0.15320463333333334,0.0,0.41666666666666663,25.555555555555557,40.0
0 days 00:02:01.020000,187.5,8031.341725616667,102.10967348333334,113.88110436666666,90.21531566666665,10342.6788,37.278043483333335,33.24543906666666,22.410504133333333,0.6623698833333334,0.17370366666666665,0.0,0.41666666666666663,25.555555555555557,40.0
0 days 00:03:01.020000,187.5,7948.362444016667,102.98133971666667,114.67696596666666,91.0636758,10342.6788,37.37559623333333,33.216292833333334,22.249861666666668,0.6568266166666666,0.1803776,0.0,0.41666666666666663,25.555555555555557,40.0
0 days 00:04:01.020000,187.5,7859.871516566666,103.44410716666667,115.04743961666667,91.53891553333332,10342.6788,37.47295978333333,33.13885818333333,22.222222,0.6533547333333334,0.18277406666666665,0.0,0.41666666666666663,25.555555555555557,40.0
0 days 00:05:01.020000,187.5,7791.164915616667,103.69479801666667,115.22371518333333,91.80807376666667,10342.6788,37.56975401666667,33.015763983333336,22.222222,0.65245885,0.18457158333333332,0.0,0.41666666666666663,25.555555555555557,40.0
0 days 00:06:01.020000,187.5,7741.655373750001,103.84417884999999,115.31866311666666,91.97332386666668,10342.6788,37.66570561666666,32.84994651666667,22.222222,0.6531119666666666,0.18308966666666665,0.0,0.41666666666666663,25.555555555555557,40.0
0 days 00:07:01.020000,187.5,7705.83273075,103.94343518333334,115.37829223333333,92.08477486666668,10342.6788,37.76059686666667,32.644276966666666,22.222222,0.6538596166666667,0.1827901,0.0,0.41666666666666663,25.555555555555557,40.0
0 days 00:08:01.020000,187.5,7678.871105783333,104.01682176666667,115.42180706666666,92.16743124999999,10342.6788,37.854268733333335,32.4014738,22.222222,0.6563755333333333,0.17998424999999998,0.0,0.41666666666666663,25.555555555555557,40.0
0 days 00:09:01.020000,187.5,7658.062095766667,104.06741305,115.44921481666667,92.22564428333334,10342.6788,37.9465478,32.12412198333333,22.3631843,0.6577081333333333,0.17855266666666667,0.0,0.41666666666666663,25.555555555555557,40.0
