Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,152.01951713333335,8642.2436769,83.89495571666666,99.07683218333334,68.36500926666666,15377.074739633334,37.11043823333333,33.16296328333333,19.07339411666667,0.6636069833333333,0.1788648,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
0 days 00:01:01.020000,187.5,8967.533190616667,95.23509405,107.92321456666667,82.97366361666667,15505.877432,37.26700485,33.2301372,23.089577333333335,0.5792976666666667,0.27402658333333335,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
0 days 00:02:01.020000,187.5,8926.1405954,98.30611228333333,111.02272768333334,86.12915178333333,15505.877432,37.42206311666666,33.218805116666665,22.7937775,0.5699766,0.2851978666666667,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
0 days 00:03:01.020000,187.5,8830.877650016666,100.05518288333333,112.70450983333333,87.93052183333333,15505.877432,37.576977400000004,33.13332536666667,22.690248566666664,0.5489614833333333,0.30550488333333337,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
0 days 00:04:01.020000,187.5,8735.393222783334,100.99698194999999,113.55863948333334,88.8496117,15505.877432,37.73113528333333,32.977131533333335,22.556391,0.5383142666666667,0.31783368333333334,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
0 days 00:05:01.020000,187.5,8663.721897416666,101.49281298333334,113.9833202,89.34499678333333,15505.877432,37.88400491666667,32.75477816666667,22.57063116666667,0.5296475833333333,0.32578235,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
0 days 00:06:01.020000,187.5,8612.589179916666,101.77624288333332,114.21417496666666,89.6336139,15505.877432,38.03509211666667,32.47108185,22.727273,0.5307144166666666,0.3253061166666667,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
0 days 00:07:01.020000,187.5,8574.761259833333,101.96131811666667,114.35971085,89.82444111666668,15505.877432,38.184077699999996,32.130675016666665,22.727273,0.5319392333333333,0.3233488666666667,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
0 days 00:08:01.020000,187.5,8546.555642516667,102.07931325,114.4477299,89.94825526666666,15505.877432,38.33069273333333,31.73797355,22.7648625,0.5342149333333333,0.32139504999999996,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
0 days 00:09:01.020000,187.5,8524.43998805,102.1663816,114.51113791666667,90.04023744999999,15505.877432,38.474716283333336,31.29723005,22.900763,0.5370538,0.31788643333333333,0.0,0.6666666666666666,24.444444444444443,44.44444444444444
