Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,152.01951713333335,8642.24376455,83.89495626666667,99.07683323333335,68.36500948333334,15377.074739633334,37.110429266666664,33.156446349999996,19.07339411666667,0.6636068833333333,0.17886483333333333,0.0,0.6666666666666666,20.0,48.888888888888886
0 days 00:01:01.020000,187.5,8967.5332373,95.23509428333334,107.92321466666667,82.97366375,15505.877432,37.26694258333334,33.21112658333333,23.089577333333335,0.5792973833333334,0.2740269,0.0,0.6666666666666666,20.0,48.888888888888886
0 days 00:02:01.020000,187.5,8926.140903866668,98.30611325,111.02272891666667,86.12915235,15505.877432,37.42189223333333,33.18771091666667,22.7937775,0.5699757000000001,0.28519875,0.0,0.6666666666666666,20.0,48.888888888888886
0 days 00:03:01.020000,187.5,8830.878707933332,100.0551846,112.70451281666666,87.93052286666666,15505.877432,37.576644099999996,33.09054291666667,22.690248566666664,0.5489600333333333,0.30550651666666667,0.0,0.6666666666666666,20.0,48.888888888888886
0 days 00:04:01.020000,187.5,8735.395417483332,100.99698794999999,113.55864831666666,88.84961615,15505.877432,37.730589816666665,32.92304193333333,22.556391,0.5383121666666667,0.3178359333333333,0.0,0.6666666666666666,20.0,48.888888888888886
0 days 00:05:01.020000,187.5,8663.725780483333,101.49282625,113.98333831666667,89.34500701666667,15505.877432,37.88320023333333,32.68976081666667,22.57063116666667,0.5296448,0.32578521666666665,0.0,0.6666666666666666,20.0,48.888888888888886
0 days 00:06:01.020000,187.5,8612.595410799999,101.77626668333333,114.2142066,89.63363253333334,15505.877432,38.033983266666674,32.39552031666667,22.727273,0.5307108833333333,0.3253099666666667,0.0,0.6666666666666666,20.0,48.888888888888886
0 days 00:07:01.020000,187.5,8574.770463516666,101.96135745,114.35976183333334,89.82447263333333,15505.877432,38.18262128333333,32.04495788333333,22.727273,0.5319349166666666,0.3233542,0.0,0.6666666666666666,20.0,48.888888888888886
0 days 00:08:01.020000,187.5,8546.5685126,102.07937348333333,114.44780648333334,89.94830406666667,15505.877432,38.32884738333333,31.6424941,22.7648625,0.5342095333333333,0.32140081666666664,0.0,0.6666666666666666,20.0,48.888888888888886
0 days 00:09:01.020000,187.5,8524.457333733333,102.1664673,114.51124580000001,90.04030746666668,15505.877432,38.4724423,31.1923857,22.900763,0.5370472500000001,0.31789335,0.0,0.6666666666666666,20.0,48.888888888888886
