Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,154.3556758,9317.556154116666,76.99865966666667,92.71834940000001,60.753147133333336,20491.97236203333,37.13947905,33.17731558333333,19.562058349999997,0.6015626333333334,0.24928788333333335,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
0 days 00:01:01.020000,187.5,9802.159751916666,88.2034517,101.6717084,74.69629133333333,20669.076064,37.354624083333334,33.2557386,23.2800388,0.5214689333333333,0.3476031,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
0 days 00:02:01.020000,187.5,9768.45089665,91.43742245,104.95236363333333,77.98366349999999,20669.076064,37.56806941666667,33.23109123333333,23.062243000000002,0.47977929999999996,0.39083998333333336,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
0 days 00:03:01.020000,187.5,9670.72398595,93.48160395,106.93748861666667,80.17614861666667,20669.076064,37.78081041666667,33.1101025,22.900763,0.47308348333333333,0.3990126666666667,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
0 days 00:04:01.020000,187.5,9566.979762133333,94.71607228333333,108.08461396666667,81.56634346666667,20669.076064,37.99217416666667,32.8977193,22.900763,0.4726202333333333,0.39913608333333334,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
0 days 00:05:01.020000,187.5,9487.865498216668,95.42593701666667,108.72160483333333,82.3949718,20669.076064,38.20144774999999,32.60034696666666,22.900763,0.47221126666666663,0.39962096666666663,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
0 days 00:06:01.020000,187.5,9430.670955866666,95.85276353333333,109.09337231666667,82.9077329,20669.076064,38.40810596666667,32.224694500000005,22.900763,0.47410796666666666,0.39759928333333333,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
0 days 00:07:01.020000,187.5,9389.029057,96.11654893333333,109.31581368333333,83.23402721666666,20669.076064,38.6116496,31.777242766666667,23.059307,0.47499131666666666,0.3962305666666667,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
0 days 00:08:01.020000,187.5,9356.4305438,96.30794806666667,109.47437865,83.47446726666666,20669.076064,38.811778333333336,31.264169733333333,23.076923,0.09166725,0.8167674666666667,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
0 days 00:09:01.020000,187.5,9324.969255416667,96.51150441666667,109.64665466666666,83.7255819,20669.076064,39.0080213,30.691065783333332,23.223017316666667,-0.43479546666666663,1.3939328833333335,0.0,0.9166666666666666,28.88888888888889,48.888888888888886
