Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,150.90817376666666,8389.57266845,86.49126176666667,101.48981690000001,71.18463156666667,13672.108865916667,37.10083126666667,33.15984786666667,18.801504833333336,0.6930967333333334,0.14358848333333332,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
0 days 00:01:01.020000,187.5,8666.833182616667,97.47621663333332,109.87130346666666,85.60474728333334,13784.811222,37.23820658333333,33.227081516666665,22.994804,0.60132505,0.24647288333333334,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
0 days 00:02:01.020000,187.5,8628.202379233333,100.19982974999999,112.61724546666666,88.16117788333332,13784.811222,37.37402923333333,33.22467436666667,22.6930966,0.5948627,0.25488853333333333,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
0 days 00:03:01.020000,187.5,8537.398553666666,101.67312480000001,114.02102688333333,89.56854804999999,13784.811222,37.50987678333333,33.15602151666666,22.556391,0.5887724,0.2595482833333333,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
0 days 00:04:01.020000,187.5,8444.956059466667,102.43779668333333,114.69677879999999,90.32357165,13784.811222,37.64514865,33.023919766666666,22.556391,0.5740409,0.2755364,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
0 days 00:05:01.020000,187.5,8374.732059966667,102.83703993333333,115.02389476666667,90.72974236666667,13784.811222,37.77936583333334,32.83226976666666,22.556391,0.57170905,0.27694131666666666,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
0 days 00:06:01.020000,187.5,8324.4802737,103.0651606,115.19892405,90.9673406,13784.811222,37.912152999999996,32.585225083333334,22.556391,0.56666845,0.28257889999999997,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
0 days 00:07:01.020000,187.5,8287.86752975,103.21280461666667,115.30738736666667,91.12330826666667,13784.811222,38.043218450000005,32.28680503333333,22.556391,0.5614861333333334,0.28737185000000004,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
0 days 00:08:01.020000,187.5,8259.889704633333,103.31458405,115.3789719,91.23232973333333,13784.811222,38.17227341666667,31.940826816666668,22.6845525,0.5630187833333333,0.2858958,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
0 days 00:09:01.020000,187.5,8238.498359783332,103.38617151666668,115.42729576666667,91.30985575,13784.811222,38.29906063333333,31.55102486666667,22.727273,0.5661695833333333,0.28252945,0.0,0.5833333333333333,24.444444444444443,44.44444444444444
