Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,153.00971806666666,8883.762167516667,81.43860769999999,96.79793791666665,65.68406778333333,17082.040613983332,37.12023703333333,33.17234238333334,19.261835233333333,0.6379078,0.20624253333333334,0.0,0.75,28.88888888888889,57.77777777777778
0 days 00:01:01.020000,187.5,9258.516988,92.85264959999999,105.81719276666666,80.14737841666667,17226.943643,37.29689538333333,33.251678883333334,23.142516366666666,0.562634,0.2952879166666667,0.0,0.75,28.88888888888889,57.77777777777778
0 days 00:02:01.020000,187.5,9217.7471527,96.08337875000001,109.08248413333334,83.4561391,17226.943643,37.47214045,33.24339766666667,22.8868395,0.5369271999999999,0.3242097333333333,0.0,0.75,28.88888888888889,57.77777777777778
0 days 00:03:01.020000,187.5,9119.63737275,98.01493101666667,110.94892038333334,85.54633601666666,17226.943643,37.64711116666667,33.15270361666667,22.727273,0.51480675,0.34618024999999997,0.0,0.75,28.88888888888889,57.77777777777778
0 days 00:04:01.020000,187.5,9021.291556466665,99.09415771666666,111.94119668333333,86.77960408333334,17226.943643,37.8210718,32.98362411666667,22.727273,0.5068340333333333,0.3552788,0.0,0.75,28.88888888888889,57.77777777777778
0 days 00:05:01.020000,187.5,8947.282174066666,99.68256023333333,112.45841578333334,87.48281924999999,17226.943643,37.9934991,32.74140885,22.727273,0.5068092,0.35469855,0.0,0.75,28.88888888888889,57.77777777777778
0 days 00:06:01.020000,187.5,8894.37296965,100.02455608333334,112.74745490000001,87.8768214,17226.943643,38.163940049999994,32.431519099999996,22.7301645,0.5072990666666667,0.35449145000000004,0.0,0.75,28.88888888888889,57.77777777777778
0 days 00:07:01.020000,187.5,8855.852576183333,100.23461941666666,112.91798059999999,88.09081814999999,17226.943643,38.331970633333334,32.05920103333333,22.900763,0.5095688833333333,0.35184281666666667,0.0,0.75,28.88888888888889,57.77777777777778
0 days 00:08:01.020000,187.5,8826.358366583332,100.38288080000001,113.03560791666668,88.24283686666666,17226.943643,38.49732448333334,31.6294858,22.900763,0.5110882333333333,0.35010220000000003,0.0,0.75,28.88888888888889,57.77777777777778
0 days 00:09:01.020000,187.5,8802.709578749998,100.48892051666667,113.11677253333333,88.35287401666666,17226.943643,38.65978581666666,31.147092816666667,22.900763,0.5143585666666667,0.34672628333333333,0.0,0.75,28.88888888888889,57.77777777777778
