Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,147.10451229999998,7844.092225366667,91.76808646666667,106.45901191666667,76.09437133333333,10262.177117266667,37.08191888333333,33.159136583333336,18.19004005,0.7688479666666667,0.05861625,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
0 days 00:01:01.020000,187.5,8059.720479316667,100.51266578333335,112.27795615,88.72627651666667,10342.6788,37.18223531666667,33.238816566666664,22.7196398,0.6856929666666667,0.1531923166666667,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
0 days 00:02:01.020000,187.5,8031.336871699999,102.10964925,113.88107384999999,90.21529595,10342.6788,37.28102128333333,33.2675122,22.410504133333333,0.6623911833333334,0.17368235,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
0 days 00:03:01.020000,187.5,7948.347578383333,102.9812916,114.67689911666666,91.06363946666667,10342.6788,37.38002616666667,33.24549221666667,22.249861666666668,0.6568543333333333,0.18034986666666666,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
0 days 00:04:01.020000,187.5,7859.842868366667,103.44402326666666,115.04732008333333,91.53885396666666,10342.6788,37.47883146666666,33.17430733333334,22.222222,0.6533886833333333,0.18274031666666665,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
0 days 00:05:01.020000,187.5,7791.1199585,103.694659,115.2235202,91.80797051666667,10342.6788,37.577078783333334,33.05662893333333,22.222222,0.65249875,0.18453153333333333,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
0 days 00:06:01.020000,187.5,7741.591369600001,103.84397503333334,115.31837935,91.97317135,10342.6788,37.6745002,32.8954255,22.222222,0.6531578833333334,0.18304355,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
0 days 00:07:01.020000,187.5,7705.746360016667,103.9431611,115.37791021666666,92.08456988333334,10342.6788,37.770878833333335,32.6935962,22.222222,0.65391125,0.18273818333333333,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
0 days 00:08:01.020000,187.5,7678.758540816666,104.01646711666667,115.42131186666667,92.16716656666668,10342.6788,37.8660518,32.45388788333334,22.222222,0.6564319666666667,0.17992734999999999,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
0 days 00:09:01.020000,187.5,7657.92723685,104.06689971666667,115.44853106666666,92.22524556666667,10342.6788,37.95984561666667,32.17891375,22.3631843,0.6577725666666667,0.17848758333333334,0.0,0.41666666666666663,28.88888888888889,71.11111111111111
