Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,155.43108064999998,9554.9630025,75.06322266666666,90.8919653,58.6762953,22196.938236383332,37.14937523333333,33.177856616666666,19.699837533333334,0.5870152166666667,0.2635395,0.0,1.0,27.77777777777778,71.11111111111111
0 days 00:01:01.020000,187.5,10054.234560466666,86.03308871666667,99.73007299999999,72.1682851,22390.142275,37.38498036666667,33.251996883333334,23.2800388,0.49631818333333333,0.37491080000000004,0.0,1.0,27.77777777777778,71.11111111111111
0 days 00:02:01.020000,187.5,10025.2256334,89.20892884999999,102.95874891666668,75.38321561666666,22390.142275,37.61880416666667,33.215278149999996,23.1305903,0.4626086666666666,0.4138216,0.0,1.0,27.77777777777778,71.11111111111111
0 days 00:03:01.020000,187.5,9929.049164666667,91.23906258333334,104.933008,77.55363435,22390.142275,37.851577633333335,33.07520181666667,22.953611000000002,0.45979793333333335,0.4157054333333334,0.0,1.0,27.77777777777778,71.11111111111111
0 days 00:04:01.020000,187.5,9823.295176333333,92.5108765,106.11735736666667,78.98017935,22390.142275,38.08273795,32.8372588,22.900763,0.45929325,0.41732455,0.0,1.0,27.77777777777778,71.11111111111111
0 days 00:05:01.020000,187.5,9741.768550300001,93.25671238333332,106.78922053333334,79.84591873333333,22390.142275,38.31148816666666,32.50840778333333,22.900763,0.45972875,0.415832,0.0,1.0,27.77777777777778,71.11111111111111
0 days 00:06:01.020000,187.5,9682.504199883335,93.70840226666668,107.18458463333333,80.38506545,22390.142275,38.537255583333334,32.09600678333333,23.047563000000004,0.4606613166666667,0.41539403333333336,0.0,1.0,27.77777777777778,71.11111111111111
0 days 00:07:01.020000,187.5,9638.442504316667,94.00120316666667,107.43429416666666,80.74301125000001,22390.142275,38.75955358333333,31.607169616666667,23.076923,0.25387275,0.6437181166666667,0.0,1.0,27.77777777777778,71.11111111111111
0 days 00:08:01.020000,187.5,9600.578928800001,94.25285671666667,107.64879636666666,81.05090918333333,22390.142275,38.977883850000005,31.048515533333333,23.286841433333333,-0.45939848333333333,1.4308209333333333,0.0,1.0,27.77777777777778,71.11111111111111
0 days 00:09:01.020000,187.5,9576.317692183333,94.32822996666667,107.69832926666666,81.16166023333334,22390.142275,39.19115788333333,30.42670675,23.622047,-0.4613386333333333,1.4333321,0.0,1.0,27.77777777777778,71.11111111111111
