Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,154.3556758,9317.555248983332,76.99865281666666,92.71833443333334,60.753146433333335,20491.97236203333,37.139670499999994,33.17400751666666,19.562058349999997,0.6015667333333333,0.24928345000000002,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
0 days 00:01:01.020000,187.5,9802.1592321,88.20343803333334,101.67169371666667,74.69627823333333,20669.076064,37.3556593,33.24584686666667,23.2800388,0.5214756333333334,0.3475957,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
0 days 00:02:01.020000,187.5,9768.4467402,91.43740036666667,104.95233624999999,77.98364725,20669.076064,37.570017,33.21439058333333,23.062243000000002,0.4797862666666666,0.39083229999999997,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
0 days 00:03:01.020000,187.5,9670.713565816666,93.48155423333333,106.93742575,80.1761135,20669.076064,37.783585333333335,33.08639288333333,22.900763,0.47309151666666666,0.39900369999999996,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
0 days 00:04:01.020000,187.5,9566.96058825,94.71599195,108.08450965,81.56629026666666,20669.076064,37.99571603333333,32.86683213333333,22.900763,0.47262953333333335,0.39912576666666666,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
0 days 00:05:01.020000,187.5,9487.8365448,95.4258103,108.72144173333332,82.394886,20669.076064,38.205717916666664,32.56214073333334,22.900763,0.4722217166666667,0.3996095,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
0 days 00:06:01.020000,187.5,9430.631143633333,95.85258061666667,109.09313918333334,82.90760618333334,20669.076064,38.41307226666667,32.17905463333333,22.900763,0.4741193833333333,0.39758668333333336,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
0 days 00:07:01.020000,187.5,9388.977408466666,96.11629928333333,109.31549838333333,83.23385041666667,20669.076064,38.61728831666667,31.72407925,23.059307,0.47500371666666663,0.3962169,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
0 days 00:08:01.020000,187.5,9356.366198633334,96.30762610000001,109.4739747,83.47423603333333,20669.076064,38.81806146666667,31.20341523333333,23.076923,0.09167901666666665,0.8167546333333333,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
0 days 00:09:01.020000,187.5,9324.887758333332,96.51116446666667,109.64621228333334,83.7253579,20669.076064,39.01493788333333,30.622671633333333,23.223017316666667,-0.4347948833333334,1.3939317833333333,0.0,0.9166666666666666,26.666666666666668,71.11111111111111
