Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,155.43108064999998,9554.987281966667,75.06336083333333,90.89219803333334,58.676371083333336,22196.938236383332,37.14934361666667,33.17950645,19.699837533333334,0.5870121666666667,0.26354288333333337,0.0,1.0,28.88888888888889,66.66666666666667
0 days 00:01:01.020000,187.5,10054.233391233334,86.03309061666667,99.73007355,72.16828865000001,22390.142275,37.38481518333333,33.2568583,23.2800388,0.4963134833333333,0.37492255,0.0,1.0,28.88888888888889,66.66666666666667
0 days 00:02:01.020000,187.5,10025.225991916666,89.20893155,102.95875213333333,75.3832179,22390.142275,37.61850508333334,33.22332908333333,23.1305903,0.4626072833333333,0.413823,0.0,1.0,28.88888888888889,66.66666666666667
0 days 00:03:01.020000,187.5,9929.050718316666,91.23906926666668,104.9330166,77.55363888333333,22390.142275,37.85116873333333,33.086418916666666,22.953611000000002,0.4597966333333333,0.41570698333333334,0.0,1.0,28.88888888888889,66.66666666666667
0 days 00:04:01.020000,187.5,9823.298183866666,92.51088598333334,106.11737051666667,78.98018458333333,22390.142275,38.0822405,32.851615233333334,22.900763,0.45929196666666666,0.41732610000000003,0.0,1.0,28.88888888888889,66.66666666666667
0 days 00:05:01.020000,187.5,9741.773072066666,93.25672713333333,106.78924081666668,79.8459271,22390.142275,38.310918050000005,32.52587256666666,22.900763,0.4597274666666667,0.41583353333333334,0.0,1.0,28.88888888888889,66.66666666666667
0 days 00:06:01.020000,187.5,9682.510133,93.70842483333332,107.18461451666667,80.38507961666667,22390.142275,38.53662696666667,32.11654273333333,23.047563000000004,0.46065998333333336,0.41539556666666666,0.0,1.0,28.88888888888889,66.66666666666667
0 days 00:07:01.020000,187.5,9638.449927766665,94.00123295,107.43433306666667,80.74303053333333,22390.142275,38.75887945,31.630733799999998,23.076923,0.2538712833333333,0.6437196333333334,0.0,1.0,28.88888888888889,66.66666666666667
0 days 00:08:01.020000,187.5,9600.587883283333,94.25289268333333,107.64884336666667,81.05093235,22390.142275,38.97717466666666,31.0750599,23.286841433333333,-0.45939938333333336,1.43082195,0.0,1.0,28.88888888888889,66.66666666666667
0 days 00:09:01.020000,187.5,9576.328260566666,94.32827536666667,107.69838791666666,81.16169086666667,22390.142275,39.1904112,30.456182166666668,23.622047,-0.4613389,1.4333323666666666,0.0,1.0,28.88888888888889,66.66666666666667
