Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,152.01951713333335,8642.21384365,83.8952107,99.07766068333333,68.36493043333333,15377.074739633334,37.11062408333333,33.16131385,19.07339411666667,0.6636334,0.17883705,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
0 days 00:01:01.020000,187.5,8967.527472916667,95.23502143333333,107.92313368333333,82.97359843333334,15505.877432,37.26804176666667,33.2250915,23.089577333333335,0.5793096999999999,0.2740136833333333,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
0 days 00:02:01.020000,187.5,8926.144112533333,98.30603458333333,111.02265186666666,86.12906846666667,15505.877432,37.42405196666667,33.2100251,22.7937775,0.5699972,0.28516955,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
0 days 00:03:01.020000,187.5,8830.871108783333,100.0550993,112.70441658333334,87.93044813333333,15505.877432,37.579845133333336,33.120507233333335,22.690248566666664,0.5489754166666666,0.30548996666666667,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
0 days 00:04:01.020000,187.5,8735.37757385,100.99688066666666,113.55851755,88.84952638333333,15505.877432,37.73483816666667,32.960005083333336,22.556391,0.5383283666666667,0.3178187,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
0 days 00:05:01.020000,187.5,8663.695423466666,101.49267308333333,113.98314624999999,89.34488145,15505.877432,37.88851575,32.733102116666664,22.57063116666667,0.5296622,0.3257668166666667,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
0 days 00:06:01.020000,187.5,8612.5511707,101.77604886666667,114.21393214999999,89.63345455,15505.877432,38.04039816666667,32.44463821666667,22.727273,0.53073035,0.3252890666666667,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
0 days 00:07:01.020000,187.5,8574.710473883333,101.9610643,114.35939191666667,89.82423328333333,15505.877432,38.190168066666665,32.09926518333334,22.727273,0.5319469,0.3233299666666667,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
0 days 00:08:01.020000,187.5,8546.4908572,102.07898766666668,114.44732121666667,89.94798836666668,15505.877432,38.337557116666666,31.70141741666667,22.7648625,0.53423355,0.3213750166666667,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
0 days 00:09:01.020000,187.5,8524.3605555,102.16597404999999,114.51062831666667,90.03990253333333,15505.877432,38.482343033333336,31.255365733333335,22.900763,0.53707405,0.31786485000000003,0.0,0.6666666666666666,23.333333333333332,66.66666666666667
