Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,155.43108064999998,9554.986546233333,75.06335861666666,90.89219320000001,58.6763708,22196.938236383332,37.14940681666667,33.1762107,19.699837533333334,0.5870157666666667,0.2635389,0.0,1.0,26.666666666666668,75.55555555555556
0 days 00:01:01.020000,187.5,10054.2292715,86.03314736666667,99.73012695000001,72.16835155,22390.142275,37.38514685,33.24714598333333,23.2800388,0.49631739999999996,0.37490973333333333,0.0,1.0,26.666666666666668,75.55555555555556
0 days 00:02:01.020000,187.5,10025.200705916668,89.20920673333333,102.95900556666668,75.38352988333332,22390.142275,37.61910591666666,33.20724293333333,23.1305903,0.4626118333333334,0.4138180666666667,0.0,1.0,26.666666666666668,75.55555555555556
0 days 00:03:01.020000,187.5,9929.005124433334,91.23947816666667,104.93338393333333,77.55411411666667,22390.142275,37.85199065,33.064004833333335,22.953611000000002,0.45980138333333337,0.41570176666666664,0.0,1.0,26.666666666666668,75.55555555555556
0 days 00:04:01.020000,187.5,9823.244372883333,92.5113021,106.11773575000001,78.98067933333333,22390.142275,38.08324101666666,32.82292533333334,22.900763,0.4592967333333334,0.4173208166666667,0.0,1.0,26.666666666666668,75.55555555555556
0 days 00:05:01.020000,187.5,9741.718150733333,93.25709753333334,106.78955786666667,79.84637806666666,22390.142275,38.31206543333334,32.490968433333336,22.900763,0.4597324,0.41582806666666666,0.0,1.0,26.666666666666668,75.55555555555556
0 days 00:06:01.020000,187.5,9682.456192483334,93.70873858333333,107.18487435,80.38547236666666,22390.142275,38.537892783333334,32.075498366666665,23.047563000000004,0.4606650166666667,0.41538995,0.0,1.0,26.666666666666668,75.55555555555556
0 days 00:07:01.020000,187.5,9638.396933633334,94.0014944,107.43454045,80.74336966666667,22390.142275,38.760237716666666,31.583634833333335,23.076923,0.2538773,0.64371295,0.0,1.0,26.666666666666668,75.55555555555556
0 days 00:08:01.020000,187.5,9600.535889483332,94.25310275,107.64899926666666,81.0512186,22390.142275,38.97860438333333,31.022002216666667,23.286841433333333,-0.4593916,1.43081275,0.0,1.0,26.666666666666668,75.55555555555556
0 days 00:09:01.020000,187.5,9576.27543415,94.32845118333333,107.69850751666667,81.16194376666667,22390.142275,39.19191765,30.39726415,23.622047,-0.46133325000000003,1.4333261166666666,0.0,1.0,26.666666666666668,75.55555555555556
