Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,154.3556758,9317.556259083332,76.99866058333333,92.71835128333333,60.753147399999996,20491.97236203333,37.13945593333334,33.1691203,19.562058349999997,0.60156255,0.24928798333333332,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
0 days 00:01:01.020000,187.5,9802.159841433335,88.20345291666668,101.67170975,74.69629248333334,20669.076064,37.35447803333333,33.23180588333334,23.2800388,0.5214683,0.34760376666666665,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
0 days 00:02:01.020000,187.5,9768.45153755,91.4374258,104.9523679,77.98366598333334,20669.076064,37.56771595,33.19191548333333,23.062243000000002,0.47977814999999996,0.3908414,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
0 days 00:03:01.020000,187.5,9670.725926916666,93.48161206666667,106.93749925,80.17615401666667,20669.076064,37.78017631666667,33.05615941666667,22.900763,0.47308148333333333,0.39901475000000003,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
0 days 00:04:01.020000,187.5,9566.9839428,94.71608788333333,108.08463471666667,81.56635316666667,20669.076064,37.99119038333333,32.829462766666666,22.900763,0.4726174833333333,0.3991391,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
0 days 00:05:01.020000,187.5,9487.872755333334,95.42596646666668,108.72164331666666,82.39499093333333,20669.076064,38.200047766666664,32.51822833333333,22.900763,0.47220758333333335,0.39962509999999996,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
0 days 00:06:01.020000,187.5,9430.68230885,95.85281334999999,109.0934364,82.90776656666667,20669.076064,38.40622603333334,32.12917263333333,22.900763,0.47410335,0.39760426666666665,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
0 days 00:07:01.020000,187.5,9389.045553633334,96.11662686666666,109.31591243333334,83.2340819,20669.076064,38.60922763333333,31.6687862,23.059307,0.4749855333333333,0.39623685000000003,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
0 days 00:08:01.020000,187.5,9356.4534331,96.30806071666666,109.47452046666668,83.47454763333333,20669.076064,38.80875518333333,31.143255633333336,23.076923,0.09166089999999999,0.81677435,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
0 days 00:09:01.020000,187.5,9325.00161035,96.51162981666667,109.6468205,83.72566103333334,20669.076064,39.004339816666665,30.558175633333335,23.223017316666667,-0.4347966833333333,1.3939343666666666,0.0,0.9166666666666666,23.333333333333332,53.333333333333336
