Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,152.01951713333335,8642.213266516666,83.89520738333334,99.07765476666667,68.36492965000001,15377.074739633334,37.11068183333334,33.16950716666667,19.07339411666667,0.6636325333333333,0.17883786666666665,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
0 days 00:01:01.020000,187.5,8967.52783145,95.23502055,107.92313325,82.97359715,15505.877432,37.268378416666664,33.24893946666667,23.089577333333335,0.5793100666666666,0.27401321666666667,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
0 days 00:02:01.020000,187.5,8926.140820300001,98.30604048333333,111.02265418333333,86.1290791,15505.877432,37.42476778333333,33.24891143333333,22.7937775,0.5699987166666667,0.28516938333333336,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
0 days 00:03:01.020000,187.5,8830.865950383333,100.05509773333333,112.70440893333333,87.93044928333333,15505.877432,37.58099248333333,33.17384315,22.690248566666664,0.5489800166666666,0.30548511666666667,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
0 days 00:04:01.020000,187.5,8735.368899283332,100.99686131666667,113.55848766666666,88.84951299999999,15505.877432,37.73647196666666,33.027228433333335,22.556391,0.5383341,0.31781258333333334,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
0 days 00:05:01.020000,187.5,8663.682387016666,101.49263008333334,113.98308705,89.34484851666666,15505.877432,37.89069151666667,32.81366011666667,22.57063116666667,0.5296691833333333,0.32575946666666666,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
0 days 00:06:01.020000,187.5,8612.532613466667,101.77597535,114.21383528333334,89.63339636666666,15505.877432,38.0431724,32.537978100000004,22.727273,0.5307387666666666,0.32528001666666667,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
0 days 00:07:01.020000,187.5,8574.685014,101.96095471666668,114.35925021666667,89.82414563333333,15505.877432,38.193595433333336,32.20483133333333,22.727273,0.5319663,0.3233182,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
0 days 00:08:01.020000,187.5,8546.45717355,102.0788325,114.44712321666667,89.94786276666667,15505.877432,38.34169003333333,31.818652999999998,22.7648625,0.5342451166666666,0.3213626,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
0 days 00:09:01.020000,187.5,8524.317431866666,102.16576416666666,114.51036326666667,90.03973135,15505.877432,38.48723113333333,31.383712366666664,22.900763,0.5370874666666666,0.31785046666666666,0.0,0.6666666666666666,28.88888888888889,66.66666666666667
