Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,153.00971806666666,37.120036066666664,33.16743338333333,25.555555555555557,40.0,0.7527777777777778
0 days 00:01:01.020000,187.5,37.315092416666666,33.24197758333334,25.555555555555557,40.0,0.9180555555555555
0 days 00:02:01.020000,187.5,37.537676983333334,33.227976516666665,25.555555555555557,40.0,0.9888888888888889
0 days 00:03:01.020000,183.63970579999997,37.69235015,33.09330816666667,25.555555555555557,40.0,0.3416666666666667
0 days 00:04:01.020000,187.5,37.825539133333336,32.8923452,25.555555555555557,40.0,0.8319444444444444
0 days 00:05:01.020000,187.5,38.00627945,32.6465854,25.555555555555557,40.0,0.7541666666666667
0 days 00:06:01.020000,187.5,38.203976733333334,32.33693293333333,25.555555555555557,40.0,0.9875
0 days 00:07:01.020000,169.2195563,38.3425115,31.928293366666665,25.555555555555557,40.0,0.2611111111111111
0 days 00:08:01.020000,187.13235293333335,38.466561266666666,31.482704833333333,25.555555555555557,40.0,0.9125
0 days 00:09:01.020000,187.5,38.63720183333333,31.0209807,25.555555555555557,40.0,0.6666666666666666
