Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,152.01951713333335,37.110663466666665,33.16131026666667,23.333333333333332,71.11111111111111,0.6611111111111111
0 days 00:01:01.020000,179.12581698333332,37.22969165,33.216192066666665,23.333333333333332,71.11111111111111,0.34027777777777773
0 days 00:02:01.020000,187.5,37.356729816666665,33.21837231666667,23.333333333333332,71.11111111111111,0.7486111111111111
0 days 00:03:01.020000,187.5,37.52288051666667,33.16227341666667,23.333333333333332,71.11111111111111,0.6680555555555555
0 days 00:04:01.020000,187.5,37.688050483333335,33.02884225,23.333333333333332,71.11111111111111,0.7458333333333333
0 days 00:05:01.020000,187.5,37.832938,32.81653548333333,23.333333333333332,71.11111111111111,0.5083333333333333
0 days 00:06:01.020000,187.5,38.00451888333334,32.55973698333334,23.333333333333332,71.11111111111111,1.0
0 days 00:07:01.020000,187.5,38.23220385,32.261098616666665,23.333333333333332,71.11111111111111,1.0
0 days 00:08:01.020000,187.5,38.45663315,31.879201683333335,23.333333333333332,71.11111111111111,0.9875
0 days 00:09:01.020000,166.28891475,38.59298308333334,31.370239350000002,23.333333333333332,71.11111111111111,0.25
