Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,153.00971806666666,37.12038116666667,33.164131149999996,23.333333333333332,80.0,0.7416666666666667
0 days 00:01:01.020000,160.19733783333334,37.23985095,33.21373966666667,23.333333333333332,80.0,0.2625
0 days 00:02:01.020000,186.41748365,37.38608618333333,33.219830099999996,23.333333333333332,80.0,0.9944444444444444
0 days 00:03:01.020000,187.5,37.58163461666666,33.15901853333333,23.333333333333332,80.0,0.6680555555555555
0 days 00:04:01.020000,187.5,37.746809999999996,32.99975176666667,23.333333333333332,80.0,0.7486111111111111
0 days 00:05:01.020000,187.5,37.91094075,32.768404333333336,23.333333333333332,80.0,0.6611111111111111
0 days 00:06:01.020000,187.31617646666666,38.02522065,32.453307683333335,23.333333333333332,80.0,0.3444444444444444
0 days 00:07:01.020000,187.5,38.17451635,32.122220516666665,23.333333333333332,80.0,0.9888888888888889
0 days 00:08:01.020000,184.00735286666668,38.323190233333335,31.73577153333333,23.333333333333332,80.0,0.33888888888888885
0 days 00:09:01.020000,187.5,38.42988353333333,31.279045016666664,23.333333333333332,80.0,0.6666666666666666
