Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,153.00971806666666,37.12036945,33.16250165,22.22222222222222,80.0,0.7513888888888889
0 days 00:01:01.020000,187.5,37.30726915,33.225040783333334,22.22222222222222,80.0,0.8347222222222221
0 days 00:02:01.020000,187.5,37.512142749999995,33.20075921666667,22.22222222222222,80.0,0.9138888888888889
0 days 00:03:01.020000,187.5,37.70694168333333,33.07929503333333,22.22222222222222,80.0,0.7486111111111111
0 days 00:04:01.020000,187.5,37.87132103333333,32.862607733333334,22.22222222222222,80.0,0.6694444444444444
0 days 00:05:01.020000,187.5,38.04350968333333,32.582396466666665,22.22222222222222,80.0,0.8305555555555555
0 days 00:06:01.020000,187.5,38.21386676666667,32.236005516666665,22.22222222222222,80.0,0.6638888888888889
0 days 00:07:01.020000,187.5,38.343400849999995,31.80821213333333,22.22222222222222,80.0,0.5
0 days 00:08:01.020000,187.5,38.45125746666667,31.32797165,22.22222222222222,80.0,0.4986111111111111
0 days 00:09:01.020000,187.5,38.547420366666664,30.810914,22.22222222222222,80.0,0.41666666666666663
