Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,147.10451229999998,37.08177396666667,33.15749431666667,27.77777777777778,53.333333333333336,0.42499999999999993
0 days 00:01:01.020000,187.5,37.23924448333333,33.24767911666667,27.77777777777778,53.333333333333336,0.9097222222222221
0 days 00:02:01.020000,187.5,37.40500873333334,33.25888501666667,27.77777777777778,53.333333333333336,0.49583333333333335
0 days 00:03:01.020000,176.57271236666665,37.49284155,33.174142366666665,27.77777777777778,53.333333333333336,0.25277777777777777
0 days 00:04:01.020000,187.31617646666666,37.57036278333333,33.05067888333333,27.77777777777778,53.333333333333336,0.4208333333333333
0 days 00:05:01.020000,187.5,37.69610656666667,32.90153208333333,27.77777777777778,53.333333333333336,0.6708333333333333
0 days 00:06:01.020000,187.5,37.87858606666667,32.716581983333334,27.77777777777778,53.333333333333336,0.9083333333333333
0 days 00:07:01.020000,187.5,38.0308058,32.44730428333334,27.77777777777778,53.333333333333336,0.42361111111111105
0 days 00:08:01.020000,187.5,38.16976703333333,32.12138078333333,27.77777777777778,53.333333333333336,0.836111111111111
0 days 00:09:01.020000,187.5,38.37409048333333,31.776955383333334,27.77777777777778,53.333333333333336,1.0
