Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,153.00971806666666,37.12006473333334,33.165794416666664,24.444444444444443,44.44444444444444,0.7527777777777778
0 days 00:01:01.020000,187.5,37.31524906666667,33.23716185,24.444444444444443,44.44444444444444,0.9125
0 days 00:02:01.020000,187.5,37.499386699999995,33.20955933333333,24.444444444444443,44.44444444444444,0.6597222222222221
0 days 00:03:01.020000,174.00993298333333,37.6056627,33.0763811,24.444444444444443,44.44444444444444,0.25277777777777777
0 days 00:04:01.020000,187.31617646666666,37.681844983333335,32.8940695,24.444444444444443,44.44444444444444,0.41666666666666663
0 days 00:05:01.020000,187.5,37.777212416666664,32.678616516666665,24.444444444444443,44.44444444444444,0.41388888888888886
0 days 00:06:01.020000,180.88235279999998,37.851988633333335,32.41830346666667,24.444444444444443,44.44444444444444,0.25833333333333336
0 days 00:07:01.020000,187.31617646666666,37.962304366666665,32.158080766666664,24.444444444444443,44.44444444444444,0.7486111111111111
0 days 00:08:01.020000,187.5,38.119782666666666,31.87221825,24.444444444444443,44.44444444444444,0.6597222222222221
0 days 00:09:01.020000,173.24776411666664,38.218300183333334,31.49672801666667,24.444444444444443,44.44444444444444,0.25
