Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,141.28131298333335,37.072167883333336,33.143338283333335,21.11111111111111,53.333333333333336,0.3347222222222222
0 days 00:01:01.020000,187.5,37.16231666666667,33.20352545,21.11111111111111,53.333333333333336,0.4180555555555555
0 days 00:02:01.020000,187.5,37.26970276666667,33.22306773333334,21.11111111111111,53.333333333333336,0.5069444444444444
0 days 00:03:01.020000,187.5,37.43530496666666,33.20204,21.11111111111111,53.333333333333336,0.9083333333333333
0 days 00:04:01.020000,187.5,37.59135618333333,33.09781995,21.11111111111111,53.333333333333336,0.4222222222222222
0 days 00:05:01.020000,187.5,37.725652366666665,32.92328685,21.11111111111111,53.333333333333336,0.7472222222222222
0 days 00:06:01.020000,187.5,37.87893921666667,32.693010916666665,21.11111111111111,53.333333333333336,0.5805555555555555
0 days 00:07:01.020000,187.5,37.99158746666667,32.386863516666665,21.11111111111111,53.333333333333336,0.42499999999999993
0 days 00:08:01.020000,187.5,38.140058999999994,32.06174716666666,21.11111111111111,53.333333333333336,0.9125
0 days 00:09:01.020000,187.5,38.3156751,31.697103266666666,21.11111111111111,53.333333333333336,0.6666666666666666
