Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,141.28131298333335,37.07207995,33.144969933333336,22.22222222222222,40.0,0.34305555555555556
0 days 00:01:01.020000,187.5,37.21933455,33.22215755,22.22222222222222,40.0,0.9180555555555555
0 days 00:02:01.020000,187.5,37.44202403333334,33.24237563333333,22.22222222222222,40.0,0.9875
0 days 00:03:01.020000,164.95638611666666,37.587362549999995,33.137480733333334,22.22222222222222,40.0,0.25833333333333336
0 days 00:04:01.020000,186.9485294,37.70148675,32.971513816666665,22.22222222222222,40.0,0.7513888888888889
0 days 00:05:01.020000,187.5,37.8828449,32.769439416666664,22.22222222222222,40.0,0.8263888888888888
0 days 00:06:01.020000,187.5,38.0244936,32.475128983333335,22.22222222222222,40.0,0.42361111111111105
0 days 00:07:01.020000,187.5,38.16331006666667,32.132238316666665,22.22222222222222,40.0,0.8291666666666665
0 days 00:08:01.020000,187.5,38.319709483333334,31.747047916666666,22.22222222222222,40.0,0.5833333333333333
0 days 00:09:01.020000,187.5,38.444810733333334,31.29135516666667,22.22222222222222,40.0,0.5833333333333333
