Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,141.28131298333335,37.072210150000004,33.144968666666664,22.22222222222222,57.77777777777778,0.34305555555555556
0 days 00:01:01.020000,187.5,37.220075066666666,33.22200276666667,22.22222222222222,57.77777777777778,0.9125
0 days 00:02:01.020000,187.5,37.40505818333334,33.2320453,22.22222222222222,57.77777777777778,0.6638888888888889
0 days 00:03:01.020000,187.5,37.54122976666667,33.142056849999996,22.22222222222222,57.77777777777778,0.4986111111111111
0 days 00:04:01.020000,187.5,37.64778296666667,32.98139256666666,22.22222222222222,57.77777777777778,0.41527777777777775
0 days 00:05:01.020000,187.5,37.7340211,32.769307366666666,22.22222222222222,57.77777777777778,0.3416666666666667
0 days 00:06:01.020000,187.5,37.866637100000005,32.544407666666665,22.22222222222222,57.77777777777778,0.836111111111111
0 days 00:07:01.020000,187.5,38.074842483333335,32.295292466666666,22.22222222222222,57.77777777777778,0.9875
0 days 00:08:01.020000,165.99393711666664,38.214347833333335,31.935002016666665,22.22222222222222,57.77777777777778,0.25416666666666665
0 days 00:09:01.020000,186.76470586666667,38.292933166666664,31.5048362,22.22222222222222,57.77777777777778,0.5
