Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,155.43108064999998,37.14907815,33.17460501666667,25.555555555555557,44.44444444444444,1.0
0 days 00:01:01.020000,187.5,37.38337346666666,33.24281705,25.555555555555557,44.44444444444444,0.9916666666666667
0 days 00:02:01.020000,187.5,37.557866483333335,33.1846344,25.555555555555557,44.44444444444444,0.5069444444444444
0 days 00:03:01.020000,187.5,37.72141906666666,33.048283866666665,25.555555555555557,44.44444444444444,0.9097222222222221
0 days 00:04:01.020000,187.5,37.88508648333333,32.8367676,25.555555555555557,44.44444444444444,0.5055555555555555
0 days 00:05:01.020000,187.5,38.036176749999996,32.55716915,25.555555555555557,44.44444444444444,0.8305555555555555
0 days 00:06:01.020000,187.5,38.20559268333333,32.225760683333334,25.555555555555557,44.44444444444444,0.6666666666666666
0 days 00:07:01.020000,187.5,38.35259808333333,31.823154900000002,25.555555555555557,44.44444444444444,0.6722222222222222
0 days 00:08:01.020000,187.5,38.534868366666664,31.3951982,25.555555555555557,44.44444444444444,0.9875
0 days 00:09:01.020000,165.99974208333333,38.66786463333334,30.881954033333333,25.555555555555557,44.44444444444444,0.25
