Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,141.28131298333335,37.07233165,33.1548128,28.88888888888889,66.66666666666667,0.33888888888888885
0 days 00:01:01.020000,187.5,37.19195118333334,33.24385405,28.88888888888889,66.66666666666667,0.6638888888888889
0 days 00:02:01.020000,187.5,37.32938313333333,33.27472506666667,28.88888888888889,66.66666666666667,0.49583333333333335
0 days 00:03:01.020000,176.73611105,37.41832541666667,33.22747455,28.88888888888889,66.66666666666667,0.25277777777777777
0 days 00:04:01.020000,187.31617646666666,37.496876883333336,33.14071993333333,28.88888888888889,66.66666666666667,0.4208333333333333
0 days 00:05:01.020000,187.5,37.623844616666666,33.02537661666666,28.88888888888889,66.66666666666667,0.6625
0 days 00:06:01.020000,187.5,37.750097966666665,32.8512689,28.88888888888889,66.66666666666667,0.4180555555555555
0 days 00:07:01.020000,187.5,37.85509035,32.62105833333333,28.88888888888889,66.66666666666667,0.4986111111111111
0 days 00:08:01.020000,187.5,37.95922946666667,32.348116350000005,28.88888888888889,66.66666666666667,0.4194444444444444
0 days 00:09:01.020000,187.5,38.07081348333334,32.04377346666667,28.88888888888889,66.66666666666667,0.5833333333333333
