Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,75.0,37.032184,33.11094,1.0,28.88888888888889,66.66666666666667
0 days 00:00:02.020000,78.947368,37.035335,33.11296,1.0,28.88888888888889,66.66666666666667
0 days 00:00:03.020000,78.947368,37.039063,33.115269,1.0,28.88888888888889,66.66666666666667
0 days 00:00:04.020000,83.333333,37.043012,33.117555,1.0,28.88888888888889,66.66666666666667
0 days 00:00:05.020000,85.714286,37.047044,33.119818,1.0,28.88888888888889,66.66666666666667
0 days 00:00:06.020000,88.235294,37.051105,33.122073,1.0,28.88888888888889,66.66666666666667
0 days 00:00:07.020000,93.75,37.055176,33.124339,1.0,28.88888888888889,66.66666666666667
0 days 00:00:08.020000,93.75,37.05925,33.126618,1.0,28.88888888888889,66.66666666666667
0 days 00:00:09.020000,96.774194,37.063323,33.128909,1.0,28.88888888888889,66.66666666666667
0 days 00:00:10.020000,100.0,37.067394,33.131224,1.0,28.88888888888889,66.66666666666667
0 days 00:00:11.020000,103.448276,37.071462,33.133576,1.0,28.88888888888889,66.66666666666667
0 days 00:00:12.020000,107.142857,37.075526,33.135966,1.0,28.88888888888889,66.66666666666667
0 days 00:00:13.020000,107.142857,37.079585,33.138403,1.0,28.88888888888889,66.66666666666667
0 days 00:00:14.020000,111.111111,37.083641,33.140867,1.0,28.88888888888889,66.66666666666667
0 days 00:00:15.020000,111.111111,37.087694,33.143361,1.0,28.88888888888889,66.66666666666667
0 days 00:00:16.020000,115.384615,37.091746,33.145861,1.0,28.88888888888889,66.66666666666667
0 days 00:00:17.020000,115.384615,37.095791,33.14841,1.0,28.88888888888889,66.66666666666667
0 days 00:00:18.020000,120.0,37.099832,33.150997,1.0,28.88888888888889,66.66666666666667
0 days 00:00:19.020000,125.0,37.103871,33.15359,1.0,28.88888888888889,66.66666666666667
0 days 00:00:20.020000,130.434783,37.107902,33.156206,1.0,28.88888888888889,66.66666666666667
0 days 00:00:21.020000,136.363636,37.111924,33.158848,1.0,28.88888888888889,66.66666666666667
0 days 00:00:22.020000,142.857143,37.115941,33.161506,1.0,28.88888888888889,66.66666666666667
0 days 00:00:23.020000,150.0,37.119954,33.164163,1.0,28.88888888888889,66.66666666666667
0 days 00:00:24.020000,157.894737,37.123958,33.166811,1.0,28.88888888888889,66.66666666666667
0 days 00:00:25.020000,166.666667,37.127956,33.169491,1.0,28.88888888888889,66.66666666666667
0 days 00:00:26.020000,176.470588,37.131948,33.172193,1.0,28.88888888888889,66.66666666666667
0 days 00:00:27.020000,187.5,37.135933,33.174865,1.0,28.88888888888889,66.66666666666667
0 days 00:00:28.020000,187.5,37.139913,33.177517,1.0,28.88888888888889,66.66666666666667
0 days 00:00:29.020000,187.5,37.143899,33.180086,1.0,28.88888888888889,66.66666666666667
0 days 00:00:30.020000,187.5,37.147881,33.182577,1.0,28.88888888888889,66.66666666666667
0 days 00:00:31.020000,187.5,37.151863,33.184999,1.0,28.88888888888889,66.66666666666667
