Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,141.28131298333335,37.07209005,33.146603266666666,23.333333333333332,40.0,0.33194444444444443
0 days 00:01:01.020000,165.47127635,37.142787150000004,33.20854236666666,23.333333333333332,40.0,0.25277777777777777
0 days 00:02:01.020000,184.4975490333333,37.22084125,33.241002183333336,23.333333333333332,40.0,0.4222222222222222
0 days 00:03:01.020000,187.5,37.35745708333333,33.24312056666667,23.333333333333332,40.0,0.7541666666666667
0 days 00:04:01.020000,187.5,37.56127945,33.192580549999995,23.333333333333332,40.0,0.9958333333333333
0 days 00:05:01.020000,187.5,37.76403626666667,33.04933621666667,23.333333333333332,40.0,0.7458333333333333
0 days 00:06:01.020000,187.5,37.9071835,32.80082671666666,23.333333333333332,40.0,0.5027777777777778
0 days 00:07:01.020000,187.5,38.0388434,32.49337685,23.333333333333332,40.0,0.6611111111111111
0 days 00:08:01.020000,187.31617646666666,38.15005023333333,32.12808891666666,23.333333333333332,40.0,0.3375
0 days 00:09:01.020000,187.70833333333334,38.24841635,31.72628175,23.333333333333332,40.0,0.5833333333333333
