Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,75.0,37.032181,33.11083,1.0,26.666666666666668,53.333333333333336
0 days 00:00:02.020000,78.947368,37.035329,33.112741,1.0,26.666666666666668,53.333333333333336
0 days 00:00:03.020000,78.947368,37.039053,33.11494,1.0,26.666666666666668,53.333333333333336
0 days 00:00:04.020000,83.333333,37.042999,33.117117,1.0,26.666666666666668,53.333333333333336
0 days 00:00:05.020000,85.714286,37.047028,33.11927,1.0,26.666666666666668,53.333333333333336
0 days 00:00:06.020000,88.235294,37.051086,33.121416,1.0,26.666666666666668,53.333333333333336
0 days 00:00:07.020000,93.75,37.055154,33.123573,1.0,26.666666666666668,53.333333333333336
0 days 00:00:08.020000,93.75,37.059224,33.125743,1.0,26.666666666666668,53.333333333333336
0 days 00:00:09.020000,96.774194,37.063295,33.127925,1.0,26.666666666666668,53.333333333333336
0 days 00:00:10.020000,100.0,37.067362,33.130132,1.0,26.666666666666668,53.333333333333336
0 days 00:00:11.020000,103.448276,37.071427,33.132376,1.0,26.666666666666668,53.333333333333336
0 days 00:00:12.020000,107.142857,37.075487,33.134657,1.0,26.666666666666668,53.333333333333336
0 days 00:00:13.020000,107.142857,37.079543,33.136985,1.0,26.666666666666668,53.333333333333336
0 days 00:00:14.020000,111.111111,37.083596,33.139341,1.0,26.666666666666668,53.333333333333336
0 days 00:00:15.020000,111.111111,37.087645,33.141727,1.0,26.666666666666668,53.333333333333336
0 days 00:00:16.020000,115.384615,37.091694,33.144119,1.0,26.666666666666668,53.333333333333336
0 days 00:00:17.020000,115.384615,37.095736,33.14656,1.0,26.666666666666668,53.333333333333336
0 days 00:00:18.020000,120.0,37.099773,33.149039,1.0,26.666666666666668,53.333333333333336
0 days 00:00:19.020000,125.0,37.103808,33.151525,1.0,26.666666666666668,53.333333333333336
0 days 00:00:20.020000,130.434783,37.107836,33.154034,1.0,26.666666666666668,53.333333333333336
0 days 00:00:21.020000,136.363636,37.111853,33.156569,1.0,26.666666666666668,53.333333333333336
0 days 00:00:22.020000,142.857143,37.115866,33.159121,1.0,26.666666666666668,53.333333333333336
0 days 00:00:23.020000,150.0,37.119875,33.16167,1.0,26.666666666666668,53.333333333333336
0 days 00:00:24.020000,157.894737,37.123875,33.164212,1.0,26.666666666666668,53.333333333333336
0 days 00:00:25.020000,166.666667,37.127868,33.166786,1.0,26.666666666666668,53.333333333333336
0 days 00:00:26.020000,176.470588,37.131855,33.169381,1.0,26.666666666666668,53.333333333333336
0 days 00:00:27.020000,187.5,37.135834,33.171946,1.0,26.666666666666668,53.333333333333336
0 days 00:00:28.020000,187.5,37.13981,33.174492,1.0,26.666666666666668,53.333333333333336
0 days 00:00:29.020000,187.5,37.14379,33.176956,1.0,26.666666666666668,53.333333333333336
0 days 00:00:30.020000,187.5,37.147765,33.17934,1.0,26.666666666666668,53.333333333333336
0 days 00:00:31.020000,187.5,37.151742,33.181656,1.0,26.666666666666668,53.333333333333336
0 days 00:00:32.020000,187.5,37.15572,33.183911,1.0,26.666666666666668,53.333333333333336
0 days 00:00:33.020000,187.5,37.159689,33.186111,1.0,26.666666666666668,53.333333333333336
0 days 00:00:34.020000,187.5,37.163657,33.18826,1.0,26.666666666666668,53.333333333333336
0 days 00:00:35.020000,187.5,37.167625,33.190361,1.0,26.666666666666668,53.333333333333336
0 days 00:00:36.020000,187.5,37.17158,33.192419,1.0,26.666666666666668,53.333333333333336
0 days 00:00:37.020000,187.5,37.175536,33.194434,1.0,26.666666666666668,53.333333333333336
0 days 00:00:38.020000,187.5,37.179486,33.196408,1.0,26.666666666666668,53.333333333333336
0 days 00:00:39.020000,187.5,37.183426,33.198343,1.0,26.666666666666668,53.333333333333336
0 days 00:00:40.020000,187.5,37.187367,33.200238,1.0,26.666666666666668,53.333333333333336
0 days 00:00:41.020000,187.5,37.191297,33.202096,1.0,26.666666666666668,53.333333333333336
