Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,141.28131298333335,37.07221425,33.15646625,30.0,48.888888888888886,0.33888888888888885
0 days 00:01:01.020000,187.5,37.191312,33.2487936,30.0,48.888888888888886,0.6625
0 days 00:02:01.020000,187.5,37.31834381666667,33.2812153,30.0,48.888888888888886,0.42499999999999993
0 days 00:03:01.020000,187.5,37.47418915,33.261295499999996,30.0,48.888888888888886,0.9125
0 days 00:04:01.020000,187.5,37.65918301666667,33.1710388,30.0,48.888888888888886,0.6722222222222222
0 days 00:05:01.020000,187.5,37.85198603333333,33.003152,30.0,48.888888888888886,0.9902777777777777
0 days 00:06:01.020000,187.5,38.014973266666665,32.74480786666667,30.0,48.888888888888886,0.42361111111111105
0 days 00:07:01.020000,187.5,38.15545783333334,32.42030938333333,30.0,48.888888888888886,0.8263888888888888
0 days 00:08:01.020000,187.5,38.29483871666666,32.04131116666667,30.0,48.888888888888886,0.41388888888888886
0 days 00:09:01.020000,179.59558806666666,38.3646601,31.580669283333336,30.0,48.888888888888886,0.25
