Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,153.00971806666666,37.120010416666666,33.16416638333333,23.333333333333332,40.0,0.7486111111111111
0 days 00:01:01.020000,187.5,37.28598671666667,33.22572743333333,23.333333333333332,40.0,0.6722222222222222
0 days 00:02:01.020000,187.5,37.47925478333333,33.21311433333333,23.333333333333332,40.0,0.9944444444444444
0 days 00:03:01.020000,187.5,37.67263586666666,33.1089269,23.333333333333332,40.0,0.6611111111111111
0 days 00:04:01.020000,187.5,37.787372266666665,32.89572823333334,23.333333333333332,40.0,0.3416666666666667
0 days 00:05:01.020000,187.5,37.9193456,32.648445599999995,23.333333333333332,40.0,0.8277777777777777
0 days 00:06:01.020000,187.5,38.06980513333333,32.35130528333333,23.333333333333332,40.0,0.5055555555555555
0 days 00:07:01.020000,187.5,38.21768171666667,31.998400283333336,23.333333333333332,40.0,0.8277777777777777
0 days 00:08:01.020000,187.5,38.36385311666666,31.59349316666667,23.333333333333332,40.0,0.5013888888888889
0 days 00:09:01.020000,187.5,38.4784009,31.12403341666667,23.333333333333332,40.0,0.5833333333333333
