Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,149.63539395,37.09142813333334,33.1515027,21.11111111111111,71.11111111111111,0.5069444444444444
0 days 00:01:01.020000,187.5,37.25883476666667,33.22045285,21.11111111111111,71.11111111111111,0.9125
0 days 00:02:01.020000,187.5,37.44429206666667,33.20900136666667,21.11111111111111,71.11111111111111,0.6597222222222221
0 days 00:03:01.020000,172.95214145,37.55172998333333,33.09158958333333,21.11111111111111,71.11111111111111,0.25
0 days 00:04:01.020000,186.58088233333334,37.60968675,32.918803616666665,21.11111111111111,71.11111111111111,0.2611111111111111
0 days 00:05:01.020000,187.5,37.74343641666667,32.75008176666667,21.11111111111111,71.11111111111111,0.9083333333333333
0 days 00:06:01.020000,187.5,37.89636471666667,32.52511163333333,21.11111111111111,71.11111111111111,0.4263888888888889
0 days 00:07:01.020000,187.5,38.05611795,32.24415141666667,21.11111111111111,71.11111111111111,0.9930555555555556
0 days 00:08:01.020000,187.5,38.23421605,31.909137433333335,21.11111111111111,71.11111111111111,0.5888888888888888
0 days 00:09:01.020000,187.5,38.39942595,31.50485905,21.11111111111111,71.11111111111111,0.9166666666666666
