Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,155.43108064999998,37.14927736666667,33.17131445,23.333333333333332,66.66666666666667,0.9972222222222222
0 days 00:01:01.020000,187.5,37.3650717,33.22864753333333,23.333333333333332,66.66666666666667,0.836111111111111
0 days 00:02:01.020000,187.5,37.57874481666667,33.18477421666667,23.333333333333332,66.66666666666667,0.9944444444444444
0 days 00:03:01.020000,187.5,37.77272391666667,33.03727876666667,23.333333333333332,66.66666666666667,0.6680555555555555
0 days 00:04:01.020000,187.5,37.9359349,32.796824083333334,23.333333333333332,66.66666666666667,0.7472222222222222
0 days 00:05:01.020000,187.5,38.08803185,32.485365333333334,23.333333333333332,66.66666666666667,0.5805555555555555
0 days 00:06:01.020000,187.5,38.19966023333333,32.099528183333334,23.333333333333332,66.66666666666667,0.4194444444444444
0 days 00:07:01.020000,187.5,38.308849216666665,31.678692233333333,23.333333333333332,66.66666666666667,0.5833333333333333
0 days 00:08:01.020000,187.5,38.43542215,31.232934883333332,23.333333333333332,66.66666666666667,0.5777777777777777
0 days 00:09:01.020000,175.1633987666667,38.5215579,30.726668033333333,23.333333333333332,66.66666666666667,0.25
