Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,154.3556758,37.139562383333335,33.1658525,21.11111111111111,66.66666666666667,0.9180555555555555
0 days 00:01:01.020000,187.5,37.36474508333333,33.22421228333334,21.11111111111111,66.66666666666667,0.9916666666666667
0 days 00:02:01.020000,187.5,37.54008663333333,33.16175483333333,21.11111111111111,66.66666666666667,0.5013888888888889
0 days 00:03:01.020000,187.5,37.66579311666667,33.0076914,21.11111111111111,66.66666666666667,0.5847222222222221
0 days 00:04:01.020000,187.5,37.8101567,32.802437850000004,21.11111111111111,66.66666666666667,0.6611111111111111
0 days 00:05:01.020000,187.5,37.92440571666667,32.52708211666667,21.11111111111111,66.66666666666667,0.34027777777777773
0 days 00:06:01.020000,187.5,38.045627350000004,32.219278833333334,21.11111111111111,66.66666666666667,0.7527777777777778
0 days 00:07:01.020000,187.5,38.23239365,31.89487976666667,21.11111111111111,66.66666666666667,0.9069444444444444
0 days 00:08:01.020000,184.00735286666668,38.36945333333333,31.478692266666666,21.11111111111111,66.66666666666667,0.33888888888888885
0 days 00:09:01.020000,187.5,38.4742411,31.005745033333334,21.11111111111111,66.66666666666667,0.6666666666666666
