Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,127.0920033,37.06287666666666,33.151514,30.0,75.55555555555556,0.25833333333333336
0 days 00:01:01.020000,186.76470586666667,37.183177916666665,33.247055116666665,30.0,75.55555555555556,0.7416666666666667
0 days 00:02:01.020000,165.8111886,37.30201886666667,33.28157045,30.0,75.55555555555556,0.25277777777777777
0 days 00:03:01.020000,186.76470586666667,37.38146973333333,33.25454741666667,30.0,75.55555555555556,0.4180555555555555
0 days 00:04:01.020000,187.5,37.49037888333333,33.188682166666666,30.0,75.55555555555556,0.5041666666666667
0 days 00:05:01.020000,187.5,37.6374472,33.08117586666667,30.0,75.55555555555556,0.7527777777777778
0 days 00:06:01.020000,187.5,37.83164446666667,32.9240493,30.0,75.55555555555556,0.9138888888888889
0 days 00:07:01.020000,187.5,38.0240791,32.68742711666667,30.0,75.55555555555556,0.7541666666666667
0 days 00:08:01.020000,187.5,38.223458449999995,32.38113821666666,30.0,75.55555555555556,0.9930555555555556
0 days 00:09:01.020000,187.5,38.401852133333335,31.992886066666664,30.0,75.55555555555556,0.5833333333333333
