Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,75.0,37.031807,33.110649,0.75,23.333333333333332,44.44444444444444
0 days 00:00:02.020000,76.923077,37.034191,33.112125,0.75,23.333333333333332,44.44444444444444
0 days 00:00:03.020000,78.947368,37.037002,33.113864,0.75,23.333333333333332,44.44444444444444
0 days 00:00:04.020000,83.333333,37.039978,33.115601,0.75,23.333333333333332,44.44444444444444
0 days 00:00:05.020000,85.714286,37.043016,33.117321,0.75,23.333333333333332,44.44444444444444
0 days 00:00:06.020000,88.235294,37.046077,33.119037,0.75,23.333333333333332,44.44444444444444
0 days 00:00:07.020000,93.75,37.049144,33.120763,0.75,23.333333333333332,44.44444444444444
0 days 00:00:08.020000,93.75,37.052213,33.1225,0.75,23.333333333333332,44.44444444444444
0 days 00:00:09.020000,96.774194,37.055283,33.124242,0.75,23.333333333333332,44.44444444444444
0 days 00:00:10.020000,100.0,37.05835,33.126,0.75,23.333333333333332,44.44444444444444
0 days 00:00:11.020000,103.448276,37.061415,33.127784,0.75,23.333333333333332,44.44444444444444
0 days 00:00:12.020000,103.448276,37.064479,33.129587,0.75,23.333333333333332,44.44444444444444
0 days 00:00:13.020000,107.142857,37.06754,33.131412,0.75,23.333333333333332,44.44444444444444
0 days 00:00:14.020000,107.142857,37.070598,33.133263,0.75,23.333333333333332,44.44444444444444
0 days 00:00:15.020000,111.111111,37.073653,33.135144,0.75,23.333333333333332,44.44444444444444
0 days 00:00:16.020000,115.384615,37.076706,33.137043,0.75,23.333333333333332,44.44444444444444
0 days 00:00:17.020000,115.384615,37.079754,33.138981,0.75,23.333333333333332,44.44444444444444
0 days 00:00:18.020000,120.0,37.082801,33.140924,0.75,23.333333333333332,44.44444444444444
0 days 00:00:19.020000,120.0,37.085846,33.142897,0.75,23.333333333333332,44.44444444444444
0 days 00:00:20.020000,125.0,37.088888,33.144885,0.75,23.333333333333332,44.44444444444444
0 days 00:00:21.020000,130.434783,37.091923,33.146908,0.75,23.333333333333332,44.44444444444444
0 days 00:00:22.020000,130.434783,37.094954,33.148962,0.75,23.333333333333332,44.44444444444444
0 days 00:00:23.020000,136.363636,37.097985,33.151027,0.75,23.333333333333332,44.44444444444444
0 days 00:00:24.020000,142.857143,37.101009,33.153117,0.75,23.333333333333332,44.44444444444444
0 days 00:00:25.020000,150.0,37.104028,33.155225,0.75,23.333333333333332,44.44444444444444
0 days 00:00:26.020000,157.894737,37.107041,33.157359,0.75,23.333333333333332,44.44444444444444
0 days 00:00:27.020000,166.666667,37.110049,33.159489,0.75,23.333333333333332,44.44444444444444
0 days 00:00:28.020000,176.470588,37.113051,33.1616,0.75,23.333333333333332,44.44444444444444
0 days 00:00:29.020000,187.5,37.11605,33.163727,0.75,23.333333333333332,44.44444444444444
0 days 00:00:30.020000,187.5,37.119044,33.165842,0.75,23.333333333333332,44.44444444444444
0 days 00:00:31.020000,187.5,37.122035,33.167889,0.75,23.333333333333332,44.44444444444444
0 days 00:00:32.020000,187.5,37.12503,33.169872,0.75,23.333333333333332,44.44444444444444
0 days 00:00:33.020000,187.5,37.128026,33.171797,0.75,23.333333333333332,44.44444444444444
0 days 00:00:34.020000,187.5,37.131014,33.173671,0.75,23.333333333333332,44.44444444444444
0 days 00:00:35.020000,187.5,37.134005,33.175499,0.75,23.333333333333332,44.44444444444444
0 days 00:00:36.020000,187.5,37.136993,33.177286,0.75,23.333333333333332,44.44444444444444
0 days 00:00:37.020000,187.5,37.139972,33.179033,0.75,23.333333333333332,44.44444444444444
0 days 00:00:38.020000,187.5,37.142953,33.180744,0.75,23.333333333333332,44.44444444444444
0 days 00:00:39.020000,187.5,37.145927,33.182419,0.75,23.333333333333332,44.44444444444444
0 days 00:00:40.020000,187.5,37.148895,33.184061,0.75,23.333333333333332,44.44444444444444
0 days 00:00:41.020000,187.5,37.151864,33.18567,0.75,23.333333333333332,44.44444444444444
0 days 00:00:42.020000,187.5,37.154821,33.187248,0.75,23.333333333333332,44.44444444444444
0 days 00:00:43.020000,187.5,37.157775,33.188795,0.75,23.333333333333332,44.44444444444444
0 days 00:00:44.020000,187.5,37.160728,33.190312,0.75,23.333333333333332,44.44444444444444
0 days 00:00:45.020000,187.5,37.16367,33.191799,0.75,23.333333333333332,44.44444444444444
0 days 00:00:46.020000,187.5,37.166611,33.193256,0.75,23.333333333333332,44.44444444444444
0 days 00:00:47.020000,187.5,37.169547,33.194685,0.75,23.333333333333332,44.44444444444444
0 days 00:00:48.020000,187.5,37.172476,33.196085,0.75,23.333333333333332,44.44444444444444
0 days 00:00:49.020000,187.5,37.175405,33.197457,0.75,23.333333333333332,44.44444444444444
0 days 00:00:50.020000,187.5,37.178325,33.198801,0.75,23.333333333333332,44.44444444444444
0 days 00:00:51.020000,187.5,37.181242,33.200117,0.75,23.333333333333332,44.44444444444444
0 days 00:00:52.020000,187.5,37.184157,33.201406,0.75,23.333333333333332,44.44444444444444
0 days 00:00:53.020000,187.5,37.187065,33.202668,0.75,23.333333333333332,44.44444444444444
0 days 00:00:54.020000,187.5,37.189973,33.203902,0.75,23.333333333333332,44.44444444444444
0 days 00:00:55.020000,187.5,37.192876,33.20511,0.75,23.333333333333332,44.44444444444444
0 days 00:00:56.020000,187.5,37.195777,33.206291,0.75,23.333333333333332,44.44444444444444
0 days 00:00:57.020000,187.5,37.198678,33.207445,0.75,23.333333333333332,44.44444444444444
0 days 00:00:58.020000,187.5,37.201576,33.208573,0.75,23.333333333333332,44.44444444444444
0 days 00:00:59.020000,187.5,37.204475,33.209675,0.75,23.333333333333332,44.44444444444444
0 days 00:01:00.020000,187.5,37.207372,33.210751,0.75,23.333333333333332,44.44444444444444
0 days 00:01:01.020000,187.5,37.210269,33.211801,0.75,23.333333333333332,44.44444444444444
0 days 00:01:02.020000,187.5,37.213166,33.212825,0.75,23.333333333333332,44.44444444444444
0 days 00:01:03.020000,187.5,37.216062,33.213823,0.75,23.333333333333332,44.44444444444444
0 days 00:01:04.020000,187.5,37.218958,33.214796,0.75,23.333333333333332,44.44444444444444
0 days 00:01:05.020000,187.5,37.221855,33.215743,0.75,23.333333333333332,44.44444444444444
0 days 00:01:06.020000,187.5,37.224751,33.216665,0.75,23.333333333333332,44.44444444444444
0 days 00:01:07.020000,187.5,37.227647,33.217562,0.75,23.333333333333332,44.44444444444444
0 days 00:01:08.020000,187.5,37.230543,33.218434,0.75,23.333333333333332,44.44444444444444
0 days 00:01:09.020000,187.5,37.23344,33.219281,0.75,23.333333333333332,44.44444444444444
0 days 00:01:10.020000,187.5,37.236337,33.220103,0.75,23.333333333333332,44.44444444444444
0 days 00:01:11.020000,187.5,37.239234,33.2209,0.75,23.333333333333332,44.44444444444444
0 days 00:01:12.020000,187.5,37.242132,33.221672,0.75,23.333333333333332,44.44444444444444
0 days 00:01:13.020000,187.5,37.24503,33.22242,0.75,23.333333333333332,44.44444444444444
0 days 00:01:14.020000,187.5,37.247929,33.223142,0.75,23.333333333333332,44.44444444444444
0 days 00:01:15.020000,187.5,37.250827,33.223841,0.75,23.333333333333332,44.44444444444444
0 days 00:01:16.020000,187.5,37.253727,33.224515,0.75,23.333333333333332,44.44444444444444
0 days 00:01:17.020000,187.5,37.256627,33.225164,0.75,23.333333333333332,44.44444444444444
0 days 00:01:18.020000,187.5,37.259528,33.225789,0.75,23.333333333333332,44.44444444444444
0 days 00:01:19.020000,187.5,37.262429,33.22639,0.75,23.333333333333332,44.44444444444444
0 days 00:01:20.020000,187.5,37.26533,33.226966,0.75,23.333333333333332,44.44444444444444
0 days 00:01:21.020000,187.5,37.268233,33.227519,0.75,23.333333333333332,44.44444444444444
0 days 00:01:22.020000,187.5,37.271135,33.228047,0.75,23.333333333333332,44.44444444444444
0 days 00:01:23.020000,187.5,37.274038,33.228551,0.75,23.333333333333332,44.44444444444444
0 days 00:01:24.020000,187.5,37.276942,33.229031,0.75,23.333333333333332,44.44444444444444
0 days 00:01:25.020000,187.5,37.279847,33.229488,0.75,23.333333333333332,44.44444444444444
0 days 00:01:26.020000,187.5,37.282752,33.22992,0.75,23.333333333333332,44.44444444444444
0 days 00:01:27.020000,187.5,37.285657,33.230328,0.75,23.333333333333332,44.44444444444444
0 days 00:01:28.020000,187.5,37.288562,33.230713,0.75,23.333333333333332,44.44444444444444
0 days 00:01:29.020000,187.5,37.291468,33.231074,0.75,23.333333333333332,44.44444444444444
0 days 00:01:30.020000,187.5,37.294374,33.231411,0.75,23.333333333333332,44.44444444444444
0 days 00:01:31.020000,187.5,37.29728,33.231724,0.75,23.333333333333332,44.44444444444444
0 days 00:01:32.020000,187.5,37.300186,33.232013,0.75,23.333333333333332,44.44444444444444
0 days 00:01:33.020000,187.5,37.303093,33.232279,0.75,23.333333333333332,44.44444444444444
0 days 00:01:34.020000,187.5,37.305999,33.232521,0.75,23.333333333333332,44.44444444444444
0 days 00:01:35.020000,187.5,37.308905,33.232739,0.75,23.333333333333332,44.44444444444444
0 days 00:01:36.020000,187.5,37.311811,33.232934,0.75,23.333333333333332,44.44444444444444
0 days 00:01:37.020000,187.5,37.314717,33.233105,0.75,23.333333333333332,44.44444444444444
0 days 00:01:38.020000,187.5,37.317623,33.233253,0.75,23.333333333333332,44.44444444444444
0 days 00:01:39.020000,187.5,37.320529,33.233377,0.75,23.333333333333332,44.44444444444444
0 days 00:01:40.020000,187.5,37.323435,33.233478,0.75,23.333333333333332,44.44444444444444
