Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,141.28131298333335,37.07233553333333,33.14987608333333,25.555555555555557,71.11111111111111,0.3444444444444444
0 days 00:01:01.020000,187.5,37.23045386666667,33.2380449,25.555555555555557,71.11111111111111,1.0
0 days 00:02:01.020000,187.5,37.46481325,33.26341098333333,25.555555555555557,71.11111111111111,0.9902777777777777
0 days 00:03:01.020000,187.5,37.63097408333333,33.162169633333335,25.555555555555557,71.11111111111111,0.41666666666666663
0 days 00:04:01.020000,187.5,37.72792481666667,32.968427033333334,25.555555555555557,71.11111111111111,0.4263888888888889
0 days 00:05:01.020000,187.5,37.89126395,32.756948933333334,25.555555555555557,71.11111111111111,0.9916666666666667
0 days 00:06:01.020000,187.5,38.063459566666666,32.4817215,25.555555555555557,71.11111111111111,0.4972222222222222
0 days 00:07:01.020000,187.5,38.15610695,32.1065486,25.555555555555557,71.11111111111111,0.34027777777777773
0 days 00:08:01.020000,187.5,38.274736366666666,31.7200949,25.555555555555557,71.11111111111111,0.7486111111111111
0 days 00:09:01.020000,187.5,38.430155866666674,31.313818716666667,25.555555555555557,71.11111111111111,0.6666666666666666
