Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,75.0,37.032186,33.11094,1.0,28.88888888888889,75.55555555555556
0 days 00:00:02.020000,78.947368,37.035339,33.11296,1.0,28.88888888888889,75.55555555555556
0 days 00:00:03.020000,78.947368,37.039068,33.115269,1.0,28.88888888888889,75.55555555555556
0 days 00:00:04.020000,83.333333,37.043019,33.117555,1.0,28.88888888888889,75.55555555555556
0 days 00:00:05.020000,85.714286,37.047053,33.119818,1.0,28.88888888888889,75.55555555555556
0 days 00:00:06.020000,88.235294,37.051116,33.122072,1.0,28.88888888888889,75.55555555555556
0 days 00:00:07.020000,93.75,37.055189,33.124338,1.0,28.88888888888889,75.55555555555556
0 days 00:00:08.020000,93.75,37.059264,33.126618,1.0,28.88888888888889,75.55555555555556
0 days 00:00:09.020000,96.774194,37.063339,33.128909,1.0,28.88888888888889,75.55555555555556
0 days 00:00:10.020000,100.0,37.067412,33.131224,1.0,28.88888888888889,75.55555555555556
0 days 00:00:11.020000,103.448276,37.071482,33.133576,1.0,28.88888888888889,75.55555555555556
0 days 00:00:12.020000,107.142857,37.075548,33.135966,1.0,28.88888888888889,75.55555555555556
0 days 00:00:13.020000,107.142857,37.079609,33.138403,1.0,28.88888888888889,75.55555555555556
0 days 00:00:14.020000,111.111111,37.083666,33.140867,1.0,28.88888888888889,75.55555555555556
0 days 00:00:15.020000,111.111111,37.087721,33.143361,1.0,28.88888888888889,75.55555555555556
0 days 00:00:16.020000,115.384615,37.091775,33.145861,1.0,28.88888888888889,75.55555555555556
0 days 00:00:17.020000,115.384615,37.095822,33.14841,1.0,28.88888888888889,75.55555555555556
0 days 00:00:18.020000,120.0,37.099865,33.150997,1.0,28.88888888888889,75.55555555555556
0 days 00:00:19.020000,125.0,37.103906,33.15359,1.0,28.88888888888889,75.55555555555556
0 days 00:00:20.020000,130.434783,37.107939,33.156205,1.0,28.88888888888889,75.55555555555556
0 days 00:00:21.020000,136.363636,37.111963,33.158847,1.0,28.88888888888889,75.55555555555556
0 days 00:00:22.020000,142.857143,37.115982,33.161505,1.0,28.88888888888889,75.55555555555556
0 days 00:00:23.020000,150.0,37.119998,33.164161,1.0,28.88888888888889,75.55555555555556
0 days 00:00:24.020000,157.894737,37.124005,33.166809,1.0,28.88888888888889,75.55555555555556
0 days 00:00:25.020000,166.666667,37.128005,33.169489,1.0,28.88888888888889,75.55555555555556
0 days 00:00:26.020000,176.470588,37.132,33.172191,1.0,28.88888888888889,75.55555555555556
0 days 00:00:27.020000,187.5,37.135987,33.174862,1.0,28.88888888888889,75.55555555555556
0 days 00:00:28.020000,187.5,37.139971,33.177514,1.0,28.88888888888889,75.55555555555556
0 days 00:00:29.020000,187.5,37.143959,33.180082,1.0,28.88888888888889,75.55555555555556
0 days 00:00:30.020000,187.5,37.147944,33.182573,1.0,28.88888888888889,75.55555555555556
0 days 00:00:31.020000,187.5,37.15193,33.184994,1.0,28.88888888888889,75.55555555555556
0 days 00:00:32.020000,187.5,37.155919,33.187354,1.0,28.88888888888889,75.55555555555556
0 days 00:00:33.020000,187.5,37.159898,33.189659,1.0,28.88888888888889,75.55555555555556
0 days 00:00:34.020000,187.5,37.163878,33.191913,1.0,28.88888888888889,75.55555555555556
