Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,75.0,37.032062,33.110934,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:02.020000,76.923077,37.034962,33.112856,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:03.020000,78.947368,37.038388,33.115056,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:04.020000,83.333333,37.042017,33.117253,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:05.020000,85.714286,37.045721,33.119431,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:06.020000,88.235294,37.049451,33.121603,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:07.020000,93.75,37.053191,33.123786,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:08.020000,93.75,37.056933,33.125981,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:09.020000,96.774194,37.060675,33.128185,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:10.020000,100.0,37.064415,33.130411,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:11.020000,103.448276,37.068152,33.132669,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:12.020000,107.142857,37.071885,33.134962,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:13.020000,107.142857,37.075614,33.137298,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:14.020000,111.111111,37.07934,33.139658,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:15.020000,111.111111,37.083063,33.142046,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:16.020000,115.384615,37.086786,33.144437,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:17.020000,115.384615,37.090503,33.146873,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:18.020000,120.0,37.094216,33.149345,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:19.020000,125.0,37.097926,33.151839,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:20.020000,125.0,37.101632,33.154368,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:21.020000,130.434783,37.105331,33.156903,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:22.020000,136.363636,37.109026,33.15945,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:23.020000,142.857143,37.112714,33.162029,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:24.020000,150.0,37.116397,33.16458,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:25.020000,157.894737,37.120073,33.167158,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:26.020000,166.666667,37.123745,33.169747,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:27.020000,176.470588,37.127408,33.172335,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:28.020000,187.5,37.131067,33.174921,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:29.020000,187.5,37.134726,33.177462,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:30.020000,187.5,37.138384,33.179922,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:31.020000,187.5,37.142043,33.18231,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:32.020000,187.5,37.145704,33.184636,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:33.020000,187.5,37.14936,33.186906,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:34.020000,187.5,37.153014,33.189125,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:35.020000,187.5,37.156669,33.191296,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:36.020000,187.5,37.160315,33.193424,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:37.020000,187.5,37.16396,33.195511,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:38.020000,187.5,37.167604,33.197558,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:39.020000,187.5,37.171236,33.199567,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:40.020000,187.5,37.174869,33.201538,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:41.020000,187.5,37.178497,33.203473,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:42.020000,187.5,37.182117,33.205373,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:43.020000,187.5,37.185737,33.207237,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:44.020000,187.5,37.189347,33.209067,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:45.020000,187.5,37.192955,33.210863,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:46.020000,187.5,37.19656,33.212625,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:47.020000,187.5,37.200156,33.214354,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:48.020000,187.5,37.203752,33.216049,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:49.020000,187.5,37.207343,33.217712,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:50.020000,187.5,37.21093,33.219341,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:51.020000,187.5,37.214517,33.220939,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:52.020000,187.5,37.218101,33.222504,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:53.020000,187.5,37.221684,33.224037,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:54.020000,187.5,37.225266,33.225538,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:55.020000,187.5,37.228847,33.227007,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:56.020000,187.5,37.232427,33.228445,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:57.020000,187.5,37.236006,33.229852,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:58.020000,187.5,37.239586,33.231227,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:00:59.020000,187.5,37.243165,33.232572,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:00.020000,187.5,37.246743,33.233885,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:01.020000,187.5,37.250322,33.235168,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:02.020000,187.5,37.253901,33.23642,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:03.020000,187.5,37.25748,33.237641,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:04.020000,187.5,37.261059,33.238832,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:05.020000,187.5,37.264639,33.239993,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:06.020000,187.5,37.268219,33.241124,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:07.020000,187.5,37.271799,33.242224,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:08.020000,187.5,37.27538,33.243294,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:09.020000,187.5,37.278961,33.244335,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:10.020000,187.5,37.282544,33.245346,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:11.020000,187.5,37.286128,33.246327,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:12.020000,187.5,37.289711,33.247278,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:13.020000,187.5,37.293296,33.2482,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:14.020000,187.5,37.29688,33.249093,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:15.020000,187.5,37.300466,33.249956,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:16.020000,187.5,37.304052,33.25079,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:17.020000,187.5,37.307638,33.251595,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:18.020000,187.5,37.311224,33.252371,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:19.020000,187.5,37.314811,33.253117,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:20.020000,187.5,37.318397,33.253835,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:21.020000,187.5,37.321984,33.254524,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:22.020000,187.5,37.325571,33.255183,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:23.020000,187.5,37.329158,33.255814,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:24.020000,187.5,37.332745,33.256416,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:25.020000,187.5,37.336332,33.256989,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:26.020000,187.5,37.339919,33.257533,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:27.020000,187.5,37.343505,33.258049,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:28.020000,187.5,37.347092,33.258537,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:29.020000,187.5,37.350678,33.258996,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:30.020000,187.5,37.354264,33.259426,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:31.020000,187.5,37.35785,33.259829,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:32.020000,187.5,37.361435,33.260203,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:33.020000,187.5,37.365021,33.260548,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:34.020000,187.5,37.368606,33.260866,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:35.020000,187.5,37.372191,33.261155,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:36.020000,187.5,37.375775,33.261416,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:37.020000,187.5,37.37936,33.261649,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:38.020000,187.5,37.382944,33.261854,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:39.020000,187.5,37.386528,33.262031,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:40.020000,187.5,37.390111,33.262179,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:41.020000,187.5,37.393695,33.2623,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:42.020000,187.5,37.397278,33.262392,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:43.020000,187.5,37.40086,33.262457,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:44.020000,187.5,37.404443,33.262494,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:45.020000,187.5,37.408025,33.262503,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:46.020000,187.5,37.411607,33.262484,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:47.020000,187.5,37.415188,33.262437,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:48.020000,187.5,37.41877,33.262363,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:49.020000,187.5,37.422351,33.262261,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:50.020000,187.5,37.425932,33.262132,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:51.020000,187.5,37.429513,33.261975,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:52.020000,187.5,37.433093,33.26179,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:53.020000,187.5,37.436673,33.261578,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:54.020000,187.5,37.440253,33.261338,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:55.020000,187.5,37.443833,33.26107,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:56.020000,187.5,37.447412,33.260775,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:57.020000,187.5,37.450992,33.260452,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:58.020000,187.5,37.454571,33.260101,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:01:59.020000,187.5,37.458149,33.259724,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:00.020000,187.5,37.461728,33.259318,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:01.020000,187.5,37.465307,33.258885,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:02.020000,187.5,37.468886,33.258425,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:03.020000,187.5,37.472465,33.257938,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:04.020000,187.5,37.476044,33.257423,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:05.020000,187.5,37.479623,33.256881,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:06.020000,187.5,37.483202,33.256311,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:07.020000,187.5,37.48678,33.255715,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:08.020000,187.5,37.490359,33.255091,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:09.020000,187.5,37.493937,33.25444,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:10.020000,187.5,37.497515,33.253761,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:11.020000,187.5,37.501093,33.253055,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:12.020000,187.5,37.50467,33.252322,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:13.020000,187.5,37.508248,33.251561,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:14.020000,187.5,37.511825,33.250773,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:15.020000,187.5,37.515402,33.249958,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:16.020000,187.5,37.518978,33.249115,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:17.020000,187.5,37.522555,33.248246,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:18.020000,187.5,37.526131,33.247349,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:19.020000,187.5,37.529707,33.246425,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:20.020000,187.5,37.533283,33.245475,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:21.020000,187.5,37.536858,33.244497,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:22.020000,187.5,37.540433,33.243492,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:23.020000,187.5,37.544008,33.24246,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:24.020000,187.5,37.547583,33.241401,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:25.020000,187.5,37.551157,33.240316,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:26.020000,187.5,37.554731,33.239203,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:27.020000,187.5,37.558305,33.238063,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:28.020000,187.5,37.561879,33.236896,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:29.020000,187.5,37.565452,33.235702,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:30.020000,187.5,37.569025,33.234481,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:31.020000,187.5,37.572598,33.233233,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:32.020000,187.5,37.57617,33.231958,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:33.020000,187.5,37.579743,33.230656,0.9166666666666666,28.88888888888889,75.55555555555556
0 days 00:02:34.020000,187.5,37.583315,33.229328,0.9166666666666666,28.88888888888889,75.55555555555556
