Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,155.43108064999998,37.14902106666667,33.16808223333333,21.11111111111111,44.44444444444444,0.9875
0 days 00:01:01.020000,156.98961928333335,37.296284750000005,33.20292898333334,21.11111111111111,44.44444444444444,0.2555555555555556
0 days 00:02:01.020000,185.90686275000002,37.392714383333335,33.164181416666665,21.11111111111111,44.44444444444444,0.5902777777777778
0 days 00:03:01.020000,187.5,37.57619816666667,33.09537061666666,21.11111111111111,44.44444444444444,0.9958333333333333
0 days 00:04:01.020000,187.5,37.7785846,32.94655615,21.11111111111111,44.44444444444444,0.7527777777777778
0 days 00:05:01.020000,187.5,37.969175033333336,32.7093951,21.11111111111111,44.44444444444444,0.9097222222222221
0 days 00:06:01.020000,187.5,38.129405750000004,32.383971333333335,21.11111111111111,44.44444444444444,0.5013888888888889
0 days 00:07:01.020000,187.5,38.24874653333333,31.981818766666667,21.11111111111111,44.44444444444444,0.5847222222222221
0 days 00:08:01.020000,187.5,38.385328433333335,31.5485693,21.11111111111111,44.44444444444444,0.6694444444444444
0 days 00:09:01.020000,187.5,38.547563483333334,31.0912553,21.11111111111111,44.44444444444444,0.8333333333333333
