Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,75.0,37.031938,33.1106,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:02.020000,76.923077,37.034583,33.11211,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:03.020000,78.947368,37.037705,33.113891,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:04.020000,83.333333,37.041011,33.115669,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:05.020000,85.714286,37.044385,33.11743,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:06.020000,88.235294,37.047783,33.119186,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:07.020000,93.75,37.05119,33.120952,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:08.020000,93.75,37.054599,33.12273,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:09.020000,96.774194,37.058008,33.124515,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:10.020000,100.0,37.061414,33.12632,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:11.020000,103.448276,37.064819,33.128154,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:12.020000,103.448276,37.068221,33.130009,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:13.020000,107.142857,37.07162,33.131891,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:14.020000,111.111111,37.075014,33.133821,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:15.020000,111.111111,37.078405,33.13578,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:16.020000,115.384615,37.081796,33.13774,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:17.020000,115.384615,37.085182,33.139741,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:18.020000,120.0,37.088564,33.141775,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:19.020000,120.0,37.091944,33.143823,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:20.020000,125.0,37.095323,33.14588,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:21.020000,130.434783,37.098695,33.147974,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:22.020000,136.363636,37.102063,33.150102,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:23.020000,142.857143,37.105425,33.152255,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:24.020000,150.0,37.10878,33.154418,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:25.020000,157.894737,37.112131,33.156572,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:26.020000,166.666667,37.115476,33.158761,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:27.020000,176.470588,37.118816,33.160934,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:28.020000,176.470588,37.12215,33.163109,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:29.020000,187.5,37.125483,33.165257,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:30.020000,187.5,37.128814,33.16736,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:31.020000,187.5,37.132144,33.169392,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:32.020000,187.5,37.135477,33.17136,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:33.020000,187.5,37.138808,33.173272,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:34.020000,187.5,37.142135,33.175134,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:35.020000,187.5,37.145464,33.176949,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:36.020000,187.5,37.148787,33.178721,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:37.020000,187.5,37.152106,33.180453,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:38.020000,187.5,37.155425,33.182147,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:39.020000,187.5,37.158735,33.183804,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:40.020000,187.5,37.162042,33.185426,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:41.020000,187.5,37.165349,33.187013,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:42.020000,187.5,37.168645,33.188567,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:43.020000,187.5,37.171941,33.190088,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:44.020000,187.5,37.175231,33.191577,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:45.020000,187.5,37.178515,33.193033,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:46.020000,187.5,37.181799,33.194458,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:47.020000,187.5,37.185073,33.195852,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:48.020000,187.5,37.188346,33.197215,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:49.020000,187.5,37.191616,33.198548,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:50.020000,187.5,37.194879,33.19985,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:51.020000,187.5,37.198143,33.201122,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:52.020000,187.5,37.201401,33.202364,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:53.020000,187.5,37.204658,33.203576,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:54.020000,187.5,37.207914,33.204759,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:55.020000,187.5,37.211168,33.205912,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:56.020000,187.5,37.214422,33.207037,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:57.020000,187.5,37.217674,33.208132,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:58.020000,187.5,37.220925,33.209199,0.8333333333333333,22.22222222222222,80.0
0 days 00:00:59.020000,187.5,37.224176,33.210237,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:00.020000,187.5,37.227426,33.211246,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:01.020000,187.5,37.230677,33.212227,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:02.020000,187.5,37.233927,33.21318,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:03.020000,187.5,37.237177,33.214104,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:04.020000,187.5,37.240427,33.215001,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:05.020000,187.5,37.243677,33.21587,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:06.020000,187.5,37.246927,33.216711,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:07.020000,187.5,37.250178,33.217524,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:08.020000,187.5,37.253429,33.21831,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:09.020000,187.5,37.25668,33.219068,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:10.020000,187.5,37.259932,33.219799,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:11.020000,187.5,37.263185,33.220502,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:12.020000,187.5,37.266439,33.221178,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:13.020000,187.5,37.269693,33.221827,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:14.020000,187.5,37.272947,33.222449,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:15.020000,187.5,37.276202,33.223044,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:16.020000,187.5,37.279458,33.223611,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:17.020000,187.5,37.282713,33.224152,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:18.020000,187.5,37.28597,33.224667,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:19.020000,187.5,37.289226,33.225154,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:20.020000,187.5,37.292483,33.225615,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:21.020000,187.5,37.29574,33.22605,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:22.020000,187.5,37.298997,33.226458,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:23.020000,187.5,37.302255,33.226839,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:24.020000,187.5,37.305512,33.227194,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:25.020000,187.5,37.30877,33.227522,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:26.020000,187.5,37.312029,33.227825,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:27.020000,187.5,37.315287,33.2281,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:28.020000,187.5,37.318546,33.22835,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:29.020000,187.5,37.321804,33.228573,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:30.020000,187.5,37.325063,33.22877,0.8333333333333333,22.22222222222222,80.0
0 days 00:01:31.020000,187.5,37.328321,33.228941,0.8333333333333333,22.22222222222222,80.0
