Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,150.90817376666666,37.101121649999996,33.15819125,23.333333333333332,80.0,0.5847222222222221
0 days 00:01:01.020000,187.5,37.249465416666666,33.224244299999995,23.333333333333332,80.0,0.6666666666666666
0 days 00:02:01.020000,187.5,37.40618008333333,33.217535833333336,23.333333333333332,80.0,0.6625
0 days 00:03:01.020000,187.5,37.53373635,33.12804695,23.333333333333332,80.0,0.41388888888888886
0 days 00:04:01.020000,180.3308822,37.61195475,32.969174816666666,23.333333333333332,80.0,0.25277777777777777
0 days 00:05:01.020000,187.31617646666666,37.68895403333333,32.78113668333334,23.333333333333332,80.0,0.41388888888888886
0 days 00:06:01.020000,179.96323513333334,37.7658519,32.55570575,23.333333333333332,80.0,0.25833333333333336
0 days 00:07:01.020000,187.13235293333335,37.87853081666666,32.325138233333334,23.333333333333332,80.0,0.7513888888888889
0 days 00:08:01.020000,187.5,38.057788583333334,32.07386578333333,23.333333333333332,80.0,0.8333333333333333
0 days 00:09:01.020000,187.5,38.24461078333333,31.756949216666666,23.333333333333332,80.0,0.8333333333333333
