Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),intensity,atemp_c,rh_pct
0 days 00:00:01.020000,75.0,37.032181,33.110667,1.0,23.333333333333332,57.77777777777778
0 days 00:00:02.020000,78.947368,37.03533,33.112413,1.0,23.333333333333332,57.77777777777778
0 days 00:00:03.020000,78.947368,37.039054,33.11445,1.0,23.333333333333332,57.77777777777778
0 days 00:00:04.020000,83.333333,37.043,33.116463,1.0,23.333333333333332,57.77777777777778
0 days 00:00:05.020000,85.714286,37.047029,33.118453,1.0,23.333333333333332,57.77777777777778
0 days 00:00:06.020000,88.235294,37.051087,33.120436,1.0,23.333333333333332,57.77777777777778
0 days 00:00:07.020000,93.75,37.055155,33.12243,1.0,23.333333333333332,57.77777777777778
0 days 00:00:08.020000,93.75,37.059226,33.124438,1.0,23.333333333333332,57.77777777777778
0 days 00:00:09.020000,96.774194,37.063296,33.126457,1.0,23.333333333333332,57.77777777777778
0 days 00:00:10.020000,100.0,37.067364,33.128502,1.0,23.333333333333332,57.77777777777778
0 days 00:00:11.020000,103.448276,37.071429,33.130583,1.0,23.333333333333332,57.77777777777778
0 days 00:00:12.020000,107.142857,37.07549,33.132703,1.0,23.333333333333332,57.77777777777778
0 days 00:00:13.020000,107.142857,37.079546,33.134869,1.0,23.333333333333332,57.77777777777778
0 days 00:00:14.020000,111.111111,37.083598,33.137064,1.0,23.333333333333332,57.77777777777778
0 days 00:00:15.020000,111.111111,37.087648,33.139288,1.0,23.333333333333332,57.77777777777778
0 days 00:00:16.020000,115.384615,37.091696,33.141519,1.0,23.333333333333332,57.77777777777778
0 days 00:00:17.020000,115.384615,37.095738,33.143799,1.0,23.333333333333332,57.77777777777778
0 days 00:00:18.020000,120.0,37.099775,33.146117,1.0,23.333333333333332,57.77777777777778
0 days 00:00:19.020000,125.0,37.10381,33.148443,1.0,23.333333333333332,57.77777777777778
0 days 00:00:20.020000,130.434783,37.107838,33.15079,1.0,23.333333333333332,57.77777777777778
0 days 00:00:21.020000,136.363636,37.111856,33.153165,1.0,23.333333333333332,57.77777777777778
0 days 00:00:22.020000,142.857143,37.115868,33.155556,1.0,23.333333333333332,57.77777777777778
0 days 00:00:23.020000,150.0,37.119878,33.157946,1.0,23.333333333333332,57.77777777777778
0 days 00:00:24.020000,157.894737,37.123878,33.160328,1.0,23.333333333333332,57.77777777777778
0 days 00:00:25.020000,166.666667,37.127871,33.162741,1.0,23.333333333333332,57.77777777777778
0 days 00:00:26.020000,176.470588,37.131858,33.165177,1.0,23.333333333333332,57.77777777777778
0 days 00:00:27.020000,187.5,37.135837,33.167582,1.0,23.333333333333332,57.77777777777778
0 days 00:00:28.020000,187.5,37.139813,33.169969,1.0,23.333333333333332,57.77777777777778
0 days 00:00:29.020000,187.5,37.143793,33.172272,1.0,23.333333333333332,57.77777777777778
0 days 00:00:30.020000,187.5,37.147768,33.174498,1.0,23.333333333333332,57.77777777777778
0 days 00:00:31.020000,187.5,37.151744,33.176654,1.0,23.333333333333332,57.77777777777778
0 days 00:00:32.020000,187.5,37.155723,33.178749,1.0,23.333333333333332,57.77777777777778
0 days 00:00:33.020000,187.5,37.159692,33.180789,1.0,23.333333333333332,57.77777777777778
0 days 00:00:34.020000,187.5,37.16366,33.182779,1.0,23.333333333333332,57.77777777777778
0 days 00:00:35.020000,187.5,37.167628,33.184722,1.0,23.333333333333332,57.77777777777778
0 days 00:00:36.020000,187.5,37.171583,33.18662,1.0,23.333333333333332,57.77777777777778
0 days 00:00:37.020000,187.5,37.175539,33.188476,1.0,23.333333333333332,57.77777777777778
0 days 00:00:38.020000,187.5,37.17949,33.190291,1.0,23.333333333333332,57.77777777777778
0 days 00:00:39.020000,187.5,37.18343,33.192066,1.0,23.333333333333332,57.77777777777778
0 days 00:00:40.020000,187.5,37.187371,33.193803,1.0,23.333333333333332,57.77777777777778
0 days 00:00:41.020000,187.5,37.191301,33.195502,1.0,23.333333333333332,57.77777777777778
0 days 00:00:42.020000,187.5,37.195227,33.197163,1.0,23.333333333333332,57.77777777777778
0 days 00:00:43.020000,187.5,37.199152,33.198788,1.0,23.333333333333332,57.77777777777778
0 days 00:00:44.020000,187.5,37.203063,33.200376,1.0,23.333333333333332,57.77777777777778
0 days 00:00:45.020000,187.5,37.206975,33.201929,1.0,23.333333333333332,57.77777777777778
0 days 00:00:46.020000,187.5,37.210881,33.203446,1.0,23.333333333333332,57.77777777777778
0 days 00:00:47.020000,187.5,37.214781,33.204927,1.0,23.333333333333332,57.77777777777778
0 days 00:00:48.020000,187.5,37.21868,33.206374,1.0,23.333333333333332,57.77777777777778
0 days 00:00:49.020000,187.5,37.222574,33.207786,1.0,23.333333333333332,57.77777777777778
0 days 00:00:50.020000,187.5,37.226467,33.209163,1.0,23.333333333333332,57.77777777777778
0 days 00:00:51.020000,187.5,37.230358,33.210506,1.0,23.333333333333332,57.77777777777778
0 days 00:00:52.020000,187.5,37.234247,33.211815,1.0,23.333333333333332,57.77777777777778
0 days 00:00:53.020000,187.5,37.238136,33.21309,1.0,23.333333333333332,57.77777777777778
0 days 00:00:54.020000,187.5,37.242023,33.214331,1.0,23.333333333333332,57.77777777777778
0 days 00:00:55.020000,187.5,37.24591,33.215538,1.0,23.333333333333332,57.77777777777778
0 days 00:00:56.020000,187.5,37.249797,33.216712,1.0,23.333333333333332,57.77777777777778
0 days 00:00:57.020000,187.5,37.253683,33.217853,1.0,23.333333333333332,57.77777777777778
0 days 00:00:58.020000,187.5,37.257568,33.21896,1.0,23.333333333333332,57.77777777777778
0 days 00:00:59.020000,187.5,37.261454,33.220035,1.0,23.333333333333332,57.77777777777778
0 days 00:01:00.020000,187.5,37.26534,33.221077,1.0,23.333333333333332,57.77777777777778
0 days 00:01:01.020000,187.5,37.269225,33.222085,1.0,23.333333333333332,57.77777777777778
0 days 00:01:02.020000,187.5,37.273111,33.223062,1.0,23.333333333333332,57.77777777777778
0 days 00:01:03.020000,187.5,37.276997,33.224006,1.0,23.333333333333332,57.77777777777778
0 days 00:01:04.020000,187.5,37.280884,33.224917,1.0,23.333333333333332,57.77777777777778
0 days 00:01:05.020000,187.5,37.284771,33.225797,1.0,23.333333333333332,57.77777777777778
0 days 00:01:06.020000,187.5,37.288657,33.226644,1.0,23.333333333333332,57.77777777777778
0 days 00:01:07.020000,187.5,37.292545,33.227459,1.0,23.333333333333332,57.77777777777778
0 days 00:01:08.020000,187.5,37.296433,33.228243,1.0,23.333333333333332,57.77777777777778
0 days 00:01:09.020000,187.5,37.300322,33.228995,1.0,23.333333333333332,57.77777777777778
0 days 00:01:10.020000,187.5,37.304213,33.229715,1.0,23.333333333333332,57.77777777777778
0 days 00:01:11.020000,187.5,37.308103,33.230404,1.0,23.333333333333332,57.77777777777778
0 days 00:01:12.020000,187.5,37.311994,33.231061,1.0,23.333333333333332,57.77777777777778
0 days 00:01:13.020000,187.5,37.315885,33.231686,1.0,23.333333333333332,57.77777777777778
0 days 00:01:14.020000,187.5,37.319776,33.232281,1.0,23.333333333333332,57.77777777777778
0 days 00:01:15.020000,187.5,37.323668,33.232844,1.0,23.333333333333332,57.77777777777778
0 days 00:01:16.020000,187.5,37.32756,33.233375,1.0,23.333333333333332,57.77777777777778
0 days 00:01:17.020000,187.5,37.331452,33.233876,1.0,23.333333333333332,57.77777777777778
0 days 00:01:18.020000,187.5,37.335344,33.234346,1.0,23.333333333333332,57.77777777777778
0 days 00:01:19.020000,187.5,37.339236,33.234784,1.0,23.333333333333332,57.77777777777778
0 days 00:01:20.020000,187.5,37.343128,33.235192,1.0,23.333333333333332,57.77777777777778
0 days 00:01:21.020000,187.5,37.34702,33.235569,1.0,23.333333333333332,57.77777777777778
0 days 00:01:22.020000,187.5,37.350912,33.235916,1.0,23.333333333333332,57.77777777777778
0 days 00:01:23.020000,187.5,37.354804,33.236231,1.0,23.333333333333332,57.77777777777778
0 days 00:01:24.020000,187.5,37.358696,33.236517,1.0,23.333333333333332,57.77777777777778
0 days 00:01:25.020000,187.5,37.362587,33.236772,1.0,23.333333333333332,57.77777777777778
0 days 00:01:26.020000,187.5,37.366478,33.236996,1.0,23.333333333333332,57.77777777777778
0 days 00:01:27.020000,187.5,37.370369,33.23719,1.0,23.333333333333332,57.77777777777778
0 days 00:01:28.020000,187.5,37.374259,33.237354,1.0,23.333333333333332,57.77777777777778
0 days 00:01:29.020000,187.5,37.37815,33.237487,1.0,23.333333333333332,57.77777777777778
0 days 00:01:30.020000,187.5,37.382039,33.237591,1.0,23.333333333333332,57.77777777777778
0 days 00:01:31.020000,187.5,37.385929,33.237663,1.0,23.333333333333332,57.77777777777778
0 days 00:01:32.020000,187.5,37.389818,33.237706,1.0,23.333333333333332,57.77777777777778
0 days 00:01:33.020000,187.5,37.393707,33.237719,1.0,23.333333333333332,57.77777777777778
0 days 00:01:34.020000,187.5,37.397596,33.237701,1.0,23.333333333333332,57.77777777777778
0 days 00:01:35.020000,187.5,37.401484,33.237654,1.0,23.333333333333332,57.77777777777778
0 days 00:01:36.020000,187.5,37.405371,33.237576,1.0,23.333333333333332,57.77777777777778
0 days 00:01:37.020000,187.5,37.409259,33.237469,1.0,23.333333333333332,57.77777777777778
0 days 00:01:38.020000,187.5,37.413146,33.237332,1.0,23.333333333333332,57.77777777777778
0 days 00:01:39.020000,187.5,37.417033,33.237165,1.0,23.333333333333332,57.77777777777778
0 days 00:01:40.020000,187.5,37.420919,33.236968,1.0,23.333333333333332,57.77777777777778
0 days 00:01:41.020000,187.5,37.424805,33.236742,1.0,23.333333333333332,57.77777777777778
0 days 00:01:42.020000,187.5,37.42869,33.236486,1.0,23.333333333333332,57.77777777777778
0 days 00:01:43.020000,187.5,37.432576,33.236201,1.0,23.333333333333332,57.77777777777778
0 days 00:01:44.020000,187.5,37.43646,33.235886,1.0,23.333333333333332,57.77777777777778
0 days 00:01:45.020000,187.5,37.440345,33.235542,1.0,23.333333333333332,57.77777777777778
0 days 00:01:46.020000,187.5,37.444229,33.235168,1.0,23.333333333333332,57.77777777777778
0 days 00:01:47.020000,187.5,37.448113,33.234764,1.0,23.333333333333332,57.77777777777778
0 days 00:01:48.020000,187.5,37.451997,33.234331,1.0,23.333333333333332,57.77777777777778
0 days 00:01:49.020000,187.5,37.45588,33.233868,1.0,23.333333333333332,57.77777777777778
0 days 00:01:50.020000,187.5,37.459763,33.233376,1.0,23.333333333333332,57.77777777777778
0 days 00:01:51.020000,187.5,37.463646,33.232854,1.0,23.333333333333332,57.77777777777778
