Time(s),HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),atemp_c,rh_pct,intensity
0 days 00:00:01.020000,141.28131298333335,37.072386,33.153163383333336,27.77777777777778,75.55555555555556,0.33194444444444443
0 days 00:01:01.020000,165.47127635,37.1443061,33.22729338333333,27.77777777777778,75.55555555555556,0.25972222222222224
0 days 00:02:01.020000,185.55964053333335,37.27203553333334,33.28331301666667,27.77777777777778,75.55555555555556,0.8277777777777777
0 days 00:03:01.020000,187.5,37.429599950000004,33.274582833333334,27.77777777777778,75.55555555555556,0.5069444444444444
0 days 00:04:01.020000,187.5,37.59592215,33.19490476666667,27.77777777777778,75.55555555555556,0.9111111111111111
0 days 00:05:01.020000,187.5,37.771989149999996,33.03959315,27.77777777777778,75.55555555555556,0.5874999999999999
0 days 00:06:01.020000,187.5,37.93569346666666,32.80890983333333,27.77777777777778,75.55555555555556,0.8347222222222221
0 days 00:07:01.020000,187.5,38.13657356666667,32.52807385,27.77777777777778,75.55555555555556,0.9138888888888889
0 days 00:08:01.020000,187.5,38.325311733333336,32.168263966666665,27.77777777777778,75.55555555555556,0.75
0 days 00:09:01.020000,187.5,38.49190805,31.731749866666668,27.77777777777778,75.55555555555556,0.75
